,date,Asset,Value
0,2017-01-03,AMC,34.75
1,2017-01-04,AMC,34.2
2,2017-01-05,AMC,34.0
3,2017-01-06,AMC,33.8
4,2017-01-09,AMC,33.3
5,2017-01-10,AMC,34.15
6,2017-01-11,AMC,34.3
7,2017-01-12,AMC,34.0
8,2017-01-13,AMC,34.25
9,2017-01-17,AMC,33.9
10,2017-01-18,AMC,33.8
11,2017-01-19,AMC,33.9
12,2017-01-20,AMC,34.3
13,2017-01-23,AMC,34.1
14,2017-01-24,AMC,34.3
15,2017-01-25,AMC,34.15
16,2017-01-26,AMC,34.25
17,2017-01-27,AMC,34.0
18,2017-01-30,AMC,34.15
19,2017-01-31,AMC,33.75
20,2017-02-01,AMC,33.0
21,2017-02-02,AMC,33.05
22,2017-02-03,AMC,32.9
23,2017-02-06,AMC,32.65
24,2017-02-07,AMC,32.5
25,2017-02-08,AMC,31.05
26,2017-02-09,AMC,31.0
27,2017-02-10,AMC,31.35
28,2017-02-13,AMC,31.35
29,2017-02-14,AMC,31.4
30,2017-02-15,AMC,31.5
31,2017-02-16,AMC,31.25
32,2017-02-17,AMC,31.2
33,2017-02-21,AMC,30.85
34,2017-02-22,AMC,31.35
35,2017-02-23,AMC,31.35
36,2017-02-24,AMC,31.4
37,2017-02-27,AMC,31.45
38,2017-02-28,AMC,31.35
39,2017-03-01,AMC,30.4
40,2017-03-02,AMC,29.75
41,2017-03-03,AMC,29.4
42,2017-03-06,AMC,29.3
43,2017-03-07,AMC,29.45
44,2017-03-08,AMC,29.55
45,2017-03-09,AMC,29.55
46,2017-03-10,AMC,30.15
47,2017-03-13,AMC,30.4
48,2017-03-14,AMC,30.55
49,2017-03-15,AMC,30.1
50,2017-03-16,AMC,30.2
51,2017-03-17,AMC,30.6
52,2017-03-20,AMC,30.6
53,2017-03-21,AMC,30.15
54,2017-03-22,AMC,30.3
55,2017-03-23,AMC,30.2
56,2017-03-24,AMC,30.85
57,2017-03-27,AMC,30.8
58,2017-03-28,AMC,30.55
59,2017-03-29,AMC,30.95
60,2017-03-30,AMC,31.15
61,2017-03-31,AMC,31.45
62,2017-04-03,AMC,31.85
63,2017-04-04,AMC,31.55
64,2017-04-05,AMC,31.0
65,2017-04-06,AMC,30.8
66,2017-04-07,AMC,30.35
67,2017-04-10,AMC,30.65
68,2017-04-11,AMC,30.7
69,2017-04-12,AMC,30.3
70,2017-04-13,AMC,30.2
71,2017-04-17,AMC,30.7
72,2017-04-18,AMC,30.5
73,2017-04-19,AMC,30.4
74,2017-04-20,AMC,30.95
75,2017-04-21,AMC,30.9
76,2017-04-24,AMC,30.7
77,2017-04-25,AMC,31.0
78,2017-04-26,AMC,31.2
79,2017-04-27,AMC,30.7
80,2017-04-28,AMC,30.3
81,2017-05-01,AMC,29.8
82,2017-05-02,AMC,30.05
83,2017-05-03,AMC,30.1
84,2017-05-04,AMC,29.4
85,2017-05-05,AMC,29.1
86,2017-05-08,AMC,28.8
87,2017-05-09,AMC,28.9
88,2017-05-10,AMC,27.95
89,2017-05-11,AMC,27.5
90,2017-05-12,AMC,26.9
91,2017-05-15,AMC,26.45
92,2017-05-16,AMC,25.75
93,2017-05-17,AMC,24.6
94,2017-05-18,AMC,24.5
95,2017-05-19,AMC,25.3
96,2017-05-22,AMC,25.0
97,2017-05-23,AMC,24.65
98,2017-05-24,AMC,23.5
99,2017-05-25,AMC,23.4
100,2017-05-26,AMC,24.7
101,2017-05-30,AMC,23.35
102,2017-05-31,AMC,22.5
103,2017-06-01,AMC,23.45
104,2017-06-02,AMC,24.8
105,2017-06-05,AMC,25.0
106,2017-06-06,AMC,24.4
107,2017-06-07,AMC,23.75
108,2017-06-08,AMC,23.65
109,2017-06-09,AMC,23.3
110,2017-06-12,AMC,23.5
111,2017-06-13,AMC,24.25
112,2017-06-14,AMC,24.2
113,2017-06-15,AMC,24.05
114,2017-06-16,AMC,24.65
115,2017-06-19,AMC,24.75
116,2017-06-20,AMC,23.6
117,2017-06-21,AMC,23.05
118,2017-06-22,AMC,23.05
119,2017-06-23,AMC,23.6
120,2017-06-26,AMC,23.55
121,2017-06-27,AMC,23.35
122,2017-06-28,AMC,23.9
123,2017-06-29,AMC,23.65
124,2017-06-30,AMC,22.75
125,2017-07-03,AMC,23.2
126,2017-07-05,AMC,22.45
127,2017-07-06,AMC,21.65
128,2017-07-07,AMC,21.95
129,2017-07-10,AMC,21.5
130,2017-07-11,AMC,22.3
131,2017-07-12,AMC,21.4
132,2017-07-13,AMC,22.15
133,2017-07-14,AMC,21.9
134,2017-07-17,AMC,19.7
135,2017-07-18,AMC,20.1
136,2017-07-19,AMC,19.85
137,2017-07-20,AMC,20.6
138,2017-07-21,AMC,20.35
139,2017-07-24,AMC,20.5
140,2017-07-25,AMC,20.85
141,2017-07-26,AMC,21.05
142,2017-07-27,AMC,20.7
143,2017-07-28,AMC,20.5
144,2017-07-31,AMC,20.4
145,2017-08-01,AMC,20.8
146,2017-08-02,AMC,15.2
147,2017-08-03,AMC,15.1
148,2017-08-04,AMC,16.25
149,2017-08-07,AMC,16.1
150,2017-08-08,AMC,16.15
151,2017-08-09,AMC,15.5
152,2017-08-10,AMC,14.45
153,2017-08-11,AMC,14.05
154,2017-08-14,AMC,13.6
155,2017-08-15,AMC,13.25
156,2017-08-16,AMC,13.3
157,2017-08-17,AMC,13.15
158,2017-08-18,AMC,13.0
159,2017-08-21,AMC,13.05
160,2017-08-22,AMC,12.85
161,2017-08-23,AMC,12.55
162,2017-08-24,AMC,12.8
163,2017-08-25,AMC,12.9
164,2017-08-28,AMC,13.05
165,2017-08-29,AMC,12.85
166,2017-08-30,AMC,13.45
167,2017-08-31,AMC,13.4
168,2017-09-01,AMC,14.15
169,2017-09-05,AMC,14.5
170,2017-09-06,AMC,14.4
171,2017-09-07,AMC,13.8
172,2017-09-08,AMC,13.35
173,2017-09-11,AMC,14.1
174,2017-09-12,AMC,14.2
175,2017-09-13,AMC,15.2
176,2017-09-14,AMC,16.05
177,2017-09-15,AMC,16.95
178,2017-09-18,AMC,16.65
179,2017-09-19,AMC,15.65
180,2017-09-20,AMC,15.35
181,2017-09-21,AMC,15.8
182,2017-09-22,AMC,15.9
183,2017-09-25,AMC,15.15
184,2017-09-26,AMC,15.4
185,2017-09-27,AMC,15.5
186,2017-09-28,AMC,15.0
187,2017-09-29,AMC,14.7
188,2017-10-02,AMC,14.7
189,2017-10-03,AMC,15.9
190,2017-10-04,AMC,15.8
191,2017-10-05,AMC,16.05
192,2017-10-06,AMC,15.2
193,2017-10-09,AMC,14.0
194,2017-10-10,AMC,13.85
195,2017-10-11,AMC,13.75
196,2017-10-12,AMC,13.85
197,2017-10-13,AMC,13.75
198,2017-10-16,AMC,13.75
199,2017-10-17,AMC,13.75
200,2017-10-18,AMC,13.6
201,2017-10-19,AMC,14.25
202,2017-10-20,AMC,14.0
203,2017-10-23,AMC,14.15
204,2017-10-24,AMC,14.3
205,2017-10-25,AMC,14.05
206,2017-10-26,AMC,14.7
207,2017-10-27,AMC,14.75
208,2017-10-30,AMC,13.9
209,2017-10-31,AMC,13.9
210,2017-11-01,AMC,13.45
211,2017-11-02,AMC,12.85
212,2017-11-03,AMC,11.9
213,2017-11-06,AMC,12.2
214,2017-11-07,AMC,12.3
215,2017-11-08,AMC,11.8
216,2017-11-09,AMC,11.4
217,2017-11-10,AMC,11.0
218,2017-11-13,AMC,11.65
219,2017-11-14,AMC,12.2
220,2017-11-15,AMC,12.55
221,2017-11-16,AMC,12.45
222,2017-11-17,AMC,12.95
223,2017-11-20,AMC,12.75
224,2017-11-21,AMC,12.7
225,2017-11-22,AMC,13.2
226,2017-11-24,AMC,13.85
227,2017-11-27,AMC,14.9
228,2017-11-28,AMC,16.15
229,2017-11-29,AMC,15.4
230,2017-11-30,AMC,14.25
231,2017-12-01,AMC,14.0
232,2017-12-04,AMC,14.3
233,2017-12-05,AMC,14.45
234,2017-12-06,AMC,14.25
235,2017-12-07,AMC,14.35
236,2017-12-08,AMC,14.65
237,2017-12-11,AMC,15.25
238,2017-12-12,AMC,15.25
239,2017-12-13,AMC,15.15
240,2017-12-14,AMC,15.8
241,2017-12-15,AMC,15.1
242,2017-12-18,AMC,15.25
243,2017-12-19,AMC,15.25
244,2017-12-20,AMC,14.85
245,2017-12-21,AMC,15.4
246,2017-12-22,AMC,14.9
247,2017-12-26,AMC,14.4
248,2017-12-27,AMC,14.1
249,2017-12-28,AMC,14.85
250,2017-12-29,AMC,15.1
251,2018-01-02,AMC,15.4
252,2018-01-03,AMC,15.0
253,2018-01-04,AMC,14.45
254,2018-01-05,AMC,14.1
255,2018-01-08,AMC,13.8
256,2018-01-09,AMC,13.9
257,2018-01-10,AMC,13.95
258,2018-01-11,AMC,14.1
259,2018-01-12,AMC,14.45
260,2018-01-16,AMC,13.65
261,2018-01-17,AMC,13.75
262,2018-01-18,AMC,13.4
263,2018-01-19,AMC,13.2
264,2018-01-22,AMC,13.25
265,2018-01-23,AMC,13.4
266,2018-01-24,AMC,13.2
267,2018-01-25,AMC,13.15
268,2018-01-26,AMC,12.85
269,2018-01-29,AMC,12.85
270,2018-01-30,AMC,12.6
271,2018-01-31,AMC,12.8
272,2018-02-01,AMC,13.5
273,2018-02-02,AMC,13.95
274,2018-02-05,AMC,13.35
275,2018-02-06,AMC,13.75
276,2018-02-07,AMC,14.2
277,2018-02-08,AMC,13.75
278,2018-02-09,AMC,13.45
279,2018-02-12,AMC,13.9
280,2018-02-13,AMC,13.85
281,2018-02-14,AMC,14.25
282,2018-02-15,AMC,14.65
283,2018-02-16,AMC,14.4
284,2018-02-20,AMC,14.5
285,2018-02-21,AMC,14.4
286,2018-02-22,AMC,14.3
287,2018-02-23,AMC,14.85
288,2018-02-26,AMC,15.45
289,2018-02-27,AMC,15.75
290,2018-02-28,AMC,15.0
291,2018-03-01,AMC,14.75
292,2018-03-02,AMC,15.75
293,2018-03-05,AMC,15.75
294,2018-03-06,AMC,15.95
295,2018-03-07,AMC,15.7
296,2018-03-08,AMC,15.55
297,2018-03-09,AMC,15.7
298,2018-03-12,AMC,15.65
299,2018-03-13,AMC,14.75
300,2018-03-14,AMC,15.05
301,2018-03-15,AMC,14.75
302,2018-03-16,AMC,14.2
303,2018-03-19,AMC,14.15
304,2018-03-20,AMC,14.05
305,2018-03-21,AMC,14.15
306,2018-03-22,AMC,13.8
307,2018-03-23,AMC,13.9
308,2018-03-26,AMC,13.95
309,2018-03-27,AMC,13.6
310,2018-03-28,AMC,13.5
311,2018-03-29,AMC,14.05
312,2018-04-02,AMC,14.15
313,2018-04-03,AMC,15.25
314,2018-04-04,AMC,15.4
315,2018-04-05,AMC,16.35
316,2018-04-06,AMC,16.45
317,2018-04-09,AMC,16.45
318,2018-04-10,AMC,16.8
319,2018-04-11,AMC,16.7
320,2018-04-12,AMC,16.5
321,2018-04-13,AMC,16.95
322,2018-04-16,AMC,17.15
323,2018-04-17,AMC,17.4
324,2018-04-18,AMC,17.55
325,2018-04-19,AMC,17.25
326,2018-04-20,AMC,17.0
327,2018-04-23,AMC,17.15
328,2018-04-24,AMC,17.2
329,2018-04-25,AMC,17.25
330,2018-04-26,AMC,17.2
331,2018-04-27,AMC,17.2
332,2018-04-30,AMC,17.45
333,2018-05-01,AMC,16.4
334,2018-05-02,AMC,16.5
335,2018-05-03,AMC,16.55
336,2018-05-04,AMC,16.3
337,2018-05-07,AMC,17.2
338,2018-05-08,AMC,16.8
339,2018-05-09,AMC,16.05
340,2018-05-10,AMC,16.45
341,2018-05-11,AMC,16.3
342,2018-05-14,AMC,16.4
343,2018-05-15,AMC,16.55
344,2018-05-16,AMC,16.6
345,2018-05-17,AMC,16.6
346,2018-05-18,AMC,16.1
347,2018-05-21,AMC,16.05
348,2018-05-22,AMC,15.6
349,2018-05-23,AMC,15.2
350,2018-05-24,AMC,15.25
351,2018-05-25,AMC,15.05
352,2018-05-29,AMC,14.45
353,2018-05-30,AMC,14.85
354,2018-05-31,AMC,14.8
355,2018-06-01,AMC,14.8
356,2018-06-04,AMC,14.55
357,2018-06-05,AMC,14.75
358,2018-06-06,AMC,14.7
359,2018-06-07,AMC,14.65
360,2018-06-08,AMC,14.45
361,2018-06-11,AMC,14.95
362,2018-06-12,AMC,15.65
363,2018-06-13,AMC,15.45
364,2018-06-14,AMC,15.75
365,2018-06-15,AMC,15.6
366,2018-06-18,AMC,16.0
367,2018-06-19,AMC,16.25
368,2018-06-20,AMC,16.6
369,2018-06-21,AMC,17.2
370,2018-06-22,AMC,16.6
371,2018-06-25,AMC,16.5
372,2018-06-26,AMC,15.85
373,2018-06-27,AMC,15.6
374,2018-06-28,AMC,16.15
375,2018-06-29,AMC,15.9
376,2018-07-02,AMC,15.75
377,2018-07-03,AMC,15.85
378,2018-07-05,AMC,16.8
379,2018-07-06,AMC,17.3
380,2018-07-09,AMC,17.15
381,2018-07-10,AMC,17.35
382,2018-07-11,AMC,17.4
383,2018-07-12,AMC,17.0
384,2018-07-13,AMC,17.05
385,2018-07-16,AMC,16.7
386,2018-07-17,AMC,16.85
387,2018-07-18,AMC,16.35
388,2018-07-19,AMC,16.45
389,2018-07-20,AMC,15.95
390,2018-07-23,AMC,15.55
391,2018-07-24,AMC,15.5
392,2018-07-25,AMC,15.25
393,2018-07-26,AMC,15.7
394,2018-07-27,AMC,15.7
395,2018-07-30,AMC,15.35
396,2018-07-31,AMC,16.3
397,2018-08-01,AMC,16.05
398,2018-08-02,AMC,16.55
399,2018-08-03,AMC,17.15
400,2018-08-06,AMC,17.3
401,2018-08-07,AMC,17.2
402,2018-08-08,AMC,17.5
403,2018-08-09,AMC,16.9
404,2018-08-10,AMC,17.45
405,2018-08-13,AMC,17.45
406,2018-08-14,AMC,17.5
407,2018-08-15,AMC,17.7
408,2018-08-16,AMC,18.1
409,2018-08-17,AMC,18.35
410,2018-08-20,AMC,18.55
411,2018-08-21,AMC,18.85
412,2018-08-22,AMC,19.0
413,2018-08-23,AMC,19.2
414,2018-08-24,AMC,19.15
415,2018-08-27,AMC,18.7
416,2018-08-28,AMC,19.15
417,2018-08-29,AMC,18.95
418,2018-08-30,AMC,18.8
419,2018-08-31,AMC,19.05
420,2018-09-04,AMC,19.25
421,2018-09-05,AMC,19.3
422,2018-09-06,AMC,19.75
423,2018-09-07,AMC,19.9
424,2018-09-10,AMC,19.9
425,2018-09-11,AMC,19.8
426,2018-09-12,AMC,20.05
427,2018-09-13,AMC,20.1
428,2018-09-14,AMC,19.8
429,2018-09-17,AMC,19.95
430,2018-09-18,AMC,20.0
431,2018-09-19,AMC,20.65
432,2018-09-20,AMC,20.75
433,2018-09-21,AMC,21.35
434,2018-09-24,AMC,20.4
435,2018-09-25,AMC,19.9
436,2018-09-26,AMC,20.15
437,2018-09-27,AMC,20.45
438,2018-09-28,AMC,20.5
439,2018-10-01,AMC,19.86
440,2018-10-02,AMC,19.76
441,2018-10-03,AMC,20.09
442,2018-10-04,AMC,19.97
443,2018-10-05,AMC,19.7
444,2018-10-08,AMC,19.6
445,2018-10-09,AMC,19.61
446,2018-10-10,AMC,18.75
447,2018-10-11,AMC,18.41
448,2018-10-12,AMC,18.86
449,2018-10-15,AMC,19.27
450,2018-10-16,AMC,20.15
451,2018-10-17,AMC,19.81
452,2018-10-18,AMC,19.64
453,2018-10-19,AMC,19.81
454,2018-10-22,AMC,19.8
455,2018-10-23,AMC,19.7
456,2018-10-24,AMC,17.83
457,2018-10-25,AMC,18.71
458,2018-10-26,AMC,17.83
459,2018-10-29,AMC,18.72
460,2018-10-30,AMC,19.24
461,2018-10-31,AMC,19.26
462,2018-11-01,AMC,19.24
463,2018-11-02,AMC,19.0
464,2018-11-05,AMC,19.18
465,2018-11-06,AMC,18.42
466,2018-11-07,AMC,18.38
467,2018-11-08,AMC,18.13
468,2018-11-09,AMC,15.66
469,2018-11-12,AMC,15.19
470,2018-11-13,AMC,15.54
471,2018-11-14,AMC,15.68
472,2018-11-15,AMC,14.74
473,2018-11-16,AMC,14.05
474,2018-11-19,AMC,13.49
475,2018-11-20,AMC,13.29
476,2018-11-21,AMC,13.94
477,2018-11-23,AMC,13.88
478,2018-11-26,AMC,14.16
479,2018-11-27,AMC,13.45
480,2018-11-28,AMC,13.84
481,2018-11-29,AMC,13.96
482,2018-11-30,AMC,13.65
483,2018-12-03,AMC,14.22
484,2018-12-04,AMC,14.26
485,2018-12-06,AMC,14.63
486,2018-12-07,AMC,14.27
487,2018-12-10,AMC,14.3
488,2018-12-11,AMC,15.12
489,2018-12-12,AMC,15.27
490,2018-12-13,AMC,14.86
491,2018-12-14,AMC,14.51
492,2018-12-17,AMC,14.07
493,2018-12-18,AMC,13.96
494,2018-12-19,AMC,13.37
495,2018-12-20,AMC,12.98
496,2018-12-21,AMC,12.34
497,2018-12-24,AMC,12.26
498,2018-12-26,AMC,12.68
499,2018-12-27,AMC,12.2
500,2018-12-28,AMC,12.42
501,2018-12-31,AMC,12.28
502,2019-01-02,AMC,12.89
503,2019-01-03,AMC,13.06
504,2019-01-04,AMC,13.54
505,2019-01-07,AMC,14.12
506,2019-01-08,AMC,14.57
507,2019-01-09,AMC,13.95
508,2019-01-10,AMC,13.73
509,2019-01-11,AMC,14.03
510,2019-01-14,AMC,14.13
511,2019-01-15,AMC,14.31
512,2019-01-16,AMC,14.1
513,2019-01-17,AMC,14.11
514,2019-01-18,AMC,14.46
515,2019-01-22,AMC,13.51
516,2019-01-23,AMC,13.79
517,2019-01-24,AMC,14.25
518,2019-01-25,AMC,14.01
519,2019-01-28,AMC,14.01
520,2019-01-29,AMC,14.19
521,2019-01-30,AMC,14.12
522,2019-01-31,AMC,14.65
523,2019-02-01,AMC,14.19
524,2019-02-04,AMC,14.35
525,2019-02-05,AMC,14.07
526,2019-02-06,AMC,13.79
527,2019-02-07,AMC,13.32
528,2019-02-08,AMC,13.72
529,2019-02-11,AMC,13.17
530,2019-02-12,AMC,13.26
531,2019-02-13,AMC,13.51
532,2019-02-14,AMC,13.65
533,2019-02-15,AMC,13.79
534,2019-02-19,AMC,13.2
535,2019-02-20,AMC,13.67
536,2019-02-21,AMC,13.7
537,2019-02-22,AMC,13.87
538,2019-02-25,AMC,13.64
539,2019-02-26,AMC,13.56
540,2019-02-27,AMC,13.87
541,2019-02-28,AMC,14.03
542,2019-03-01,AMC,16.0
543,2019-03-04,AMC,15.5
544,2019-03-05,AMC,15.62
545,2019-03-06,AMC,15.13
546,2019-03-07,AMC,14.8
547,2019-03-08,AMC,14.72
548,2019-03-11,AMC,14.65
549,2019-03-12,AMC,14.42
550,2019-03-13,AMC,14.43
551,2019-03-14,AMC,14.48
552,2019-03-15,AMC,14.5
553,2019-03-18,AMC,15.0
554,2019-03-19,AMC,14.75
555,2019-03-20,AMC,14.96
556,2019-03-21,AMC,15.42
557,2019-03-22,AMC,15.06
558,2019-03-25,AMC,15.3
559,2019-03-26,AMC,14.94
560,2019-03-27,AMC,14.84
561,2019-03-28,AMC,14.77
562,2019-03-29,AMC,14.85
563,2019-04-01,AMC,14.99
564,2019-04-02,AMC,14.78
565,2019-04-03,AMC,14.61
566,2019-04-04,AMC,15.01
567,2019-04-05,AMC,14.98
568,2019-04-08,AMC,16.31
569,2019-04-09,AMC,16.15
570,2019-04-10,AMC,16.15
571,2019-04-11,AMC,16.12
572,2019-04-12,AMC,16.43
573,2019-04-15,AMC,16.5
574,2019-04-16,AMC,16.59
575,2019-04-17,AMC,16.59
576,2019-04-18,AMC,16.05
577,2019-04-22,AMC,15.26
578,2019-04-23,AMC,15.25
579,2019-04-24,AMC,15.44
580,2019-04-25,AMC,15.3
581,2019-04-26,AMC,15.4
582,2019-04-29,AMC,15.5
583,2019-04-30,AMC,15.16
584,2019-05-01,AMC,14.71
585,2019-05-02,AMC,14.7
586,2019-05-03,AMC,14.59
587,2019-05-06,AMC,14.87
588,2019-05-07,AMC,14.97
589,2019-05-08,AMC,14.65
590,2019-05-09,AMC,13.63
591,2019-05-10,AMC,13.82
592,2019-05-13,AMC,13.29
593,2019-05-14,AMC,13.5
594,2019-05-15,AMC,13.58
595,2019-05-16,AMC,13.4
596,2019-05-17,AMC,13.13
597,2019-05-20,AMC,13.0
598,2019-05-21,AMC,13.21
599,2019-05-22,AMC,13.04
600,2019-05-23,AMC,12.95
601,2019-05-24,AMC,12.69
602,2019-05-28,AMC,12.5
603,2019-05-29,AMC,12.06
604,2019-05-30,AMC,12.01
605,2019-05-31,AMC,11.98
606,2019-06-03,AMC,11.9
607,2019-06-04,AMC,11.78
608,2019-06-05,AMC,11.18
609,2019-06-06,AMC,11.09
610,2019-06-07,AMC,10.75
611,2019-06-10,AMC,10.94
612,2019-06-11,AMC,11.04
613,2019-06-12,AMC,10.69
614,2019-06-13,AMC,10.95
615,2019-06-14,AMC,10.96
616,2019-06-17,AMC,11.18
617,2019-06-18,AMC,11.41
618,2019-06-19,AMC,11.53
619,2019-06-20,AMC,10.93
620,2019-06-21,AMC,10.6
621,2019-06-24,AMC,10.01
622,2019-06-25,AMC,9.48
623,2019-06-26,AMC,9.45
624,2019-06-27,AMC,9.49
625,2019-06-28,AMC,9.33
626,2019-07-01,AMC,9.27
627,2019-07-02,AMC,9.21
628,2019-07-03,AMC,9.1
629,2019-07-05,AMC,9.4
630,2019-07-08,AMC,8.86
631,2019-07-09,AMC,8.91
632,2019-07-10,AMC,9.22
633,2019-07-11,AMC,9.45
634,2019-07-12,AMC,9.46
635,2019-07-15,AMC,9.49
636,2019-07-16,AMC,9.78
637,2019-07-17,AMC,9.81
638,2019-07-18,AMC,9.62
639,2019-07-19,AMC,10.54
640,2019-07-22,AMC,10.41
641,2019-07-23,AMC,10.3
642,2019-07-24,AMC,10.78
643,2019-07-25,AMC,10.94
644,2019-07-26,AMC,11.25
645,2019-07-29,AMC,11.45
646,2019-07-30,AMC,11.74
647,2019-07-31,AMC,11.83
648,2019-08-01,AMC,11.26
649,2019-08-02,AMC,11.62
650,2019-08-05,AMC,11.1
651,2019-08-06,AMC,11.32
652,2019-08-07,AMC,11.35
653,2019-08-08,AMC,12.01
654,2019-08-09,AMC,12.18
655,2019-08-12,AMC,11.76
656,2019-08-13,AMC,11.67
657,2019-08-14,AMC,10.75
658,2019-08-15,AMC,10.84
659,2019-08-16,AMC,11.15
660,2019-08-19,AMC,11.39
661,2019-08-20,AMC,11.34
662,2019-08-21,AMC,11.41
663,2019-08-22,AMC,11.51
664,2019-08-23,AMC,11.01
665,2019-08-26,AMC,11.31
666,2019-08-27,AMC,10.86
667,2019-08-28,AMC,11.25
668,2019-08-29,AMC,11.3
669,2019-08-30,AMC,11.11
670,2019-09-03,AMC,11.4
671,2019-09-04,AMC,11.71
672,2019-09-05,AMC,12.02
673,2019-09-06,AMC,11.52
674,2019-09-09,AMC,11.68
675,2019-09-10,AMC,11.65
676,2019-09-11,AMC,11.74
677,2019-09-12,AMC,11.7
678,2019-09-13,AMC,11.96
679,2019-09-16,AMC,11.91
680,2019-09-17,AMC,11.49
681,2019-09-18,AMC,11.17
682,2019-09-19,AMC,10.77
683,2019-09-20,AMC,10.85
684,2019-09-23,AMC,10.72
685,2019-09-24,AMC,10.71
686,2019-09-25,AMC,10.81
687,2019-09-26,AMC,10.82
688,2019-09-27,AMC,10.78
689,2019-09-30,AMC,10.7
690,2019-10-01,AMC,10.62
691,2019-10-02,AMC,10.22
692,2019-10-03,AMC,9.93
693,2019-10-04,AMC,9.82
694,2019-10-07,AMC,9.78
695,2019-10-08,AMC,9.83
696,2019-10-09,AMC,9.39
697,2019-10-10,AMC,9.16
698,2019-10-11,AMC,9.22
699,2019-10-14,AMC,8.95
700,2019-10-15,AMC,9.17
701,2019-10-16,AMC,9.34
702,2019-10-17,AMC,9.34
703,2019-10-18,AMC,9.36
704,2019-10-21,AMC,9.22
705,2019-10-22,AMC,9.76
706,2019-10-23,AMC,9.87
707,2019-10-24,AMC,9.6
708,2019-10-25,AMC,9.72
709,2019-10-28,AMC,9.91
710,2019-10-29,AMC,9.81
711,2019-10-30,AMC,9.4
712,2019-10-31,AMC,9.37
713,2019-11-01,AMC,9.62
714,2019-11-04,AMC,9.75
715,2019-11-05,AMC,9.78
716,2019-11-06,AMC,9.69
717,2019-11-07,AMC,9.24
718,2019-11-08,AMC,9.62
719,2019-11-11,AMC,9.54
720,2019-11-12,AMC,9.28
721,2019-11-13,AMC,8.8
722,2019-11-14,AMC,8.88
723,2019-11-15,AMC,8.76
724,2019-11-18,AMC,8.47
725,2019-11-19,AMC,8.47
726,2019-11-20,AMC,8.13
727,2019-11-21,AMC,7.94
728,2019-11-22,AMC,7.96
729,2019-11-25,AMC,8.38
730,2019-11-26,AMC,7.9
731,2019-11-27,AMC,8.43
732,2019-11-29,AMC,8.18
733,2019-12-02,AMC,8.67
734,2019-12-03,AMC,8.27
735,2019-12-04,AMC,7.93
736,2019-12-05,AMC,7.87
737,2019-12-06,AMC,8.05
738,2019-12-09,AMC,8.23
739,2019-12-10,AMC,8.1
740,2019-12-11,AMC,8.16
741,2019-12-12,AMC,8.3
742,2019-12-13,AMC,8.22
743,2019-12-16,AMC,8.35
744,2019-12-17,AMC,8.12
745,2019-12-18,AMC,7.96
746,2019-12-19,AMC,7.8
747,2019-12-20,AMC,7.73
748,2019-12-23,AMC,7.32
749,2019-12-24,AMC,7.51
750,2019-12-26,AMC,7.34
751,2019-12-27,AMC,7.3
752,2019-12-30,AMC,7.24
753,2019-12-31,AMC,7.24
754,2020-01-02,AMC,7.46
755,2020-01-03,AMC,7.32
756,2020-01-06,AMC,7.12
757,2020-01-07,AMC,7.13
758,2020-01-08,AMC,6.62
759,2020-01-09,AMC,6.46
760,2020-01-10,AMC,6.47
761,2020-01-13,AMC,6.56
762,2020-01-14,AMC,6.85
763,2020-01-15,AMC,7.11
764,2020-01-16,AMC,7.33
765,2020-01-17,AMC,7.28
766,2020-01-21,AMC,7.18
767,2020-01-22,AMC,6.97
768,2020-01-23,AMC,6.8
769,2020-01-24,AMC,6.74
770,2020-01-27,AMC,6.36
771,2020-01-28,AMC,6.79
772,2020-01-29,AMC,6.77
773,2020-01-30,AMC,6.84
774,2020-01-31,AMC,6.52
775,2020-02-03,AMC,6.45
776,2020-02-04,AMC,6.65
777,2020-02-05,AMC,7.0
778,2020-02-06,AMC,6.75
779,2020-02-07,AMC,6.55
780,2020-02-10,AMC,6.79
781,2020-02-11,AMC,6.94
782,2020-02-12,AMC,6.86
783,2020-02-13,AMC,7.0
784,2020-02-14,AMC,7.1
785,2020-02-18,AMC,7.04
786,2020-02-19,AMC,7.31
787,2020-02-20,AMC,7.76
788,2020-02-21,AMC,7.46
789,2020-02-24,AMC,7.05
790,2020-02-25,AMC,6.55
791,2020-02-26,AMC,5.93
792,2020-02-27,AMC,6.09
793,2020-02-28,AMC,6.26
794,2020-03-02,AMC,6.11
795,2020-03-03,AMC,5.81
796,2020-03-04,AMC,5.82
797,2020-03-05,AMC,4.92
798,2020-03-06,AMC,4.53
799,2020-03-09,AMC,3.85
800,2020-03-10,AMC,4.2
801,2020-03-11,AMC,3.64
802,2020-03-12,AMC,2.91
803,2020-03-13,AMC,3.22
804,2020-03-16,AMC,2.6
805,2020-03-17,AMC,2.48
806,2020-03-18,AMC,2.47
807,2020-03-19,AMC,3.37
808,2020-03-20,AMC,3.19
809,2020-03-23,AMC,3.15
810,2020-03-24,AMC,3.56
811,2020-03-25,AMC,3.46
812,2020-03-26,AMC,3.7
813,2020-03-27,AMC,3.6
814,2020-03-30,AMC,3.04
815,2020-03-31,AMC,3.16
816,2020-04-01,AMC,2.62
817,2020-04-02,AMC,2.24
818,2020-04-03,AMC,2.27
819,2020-04-06,AMC,2.88
820,2020-04-07,AMC,3.14
821,2020-04-08,AMC,3.3
