,date,Asset,Value
5140,2019-06-11,SPCE,10.31
5141,2019-06-12,SPCE,10.32
5142,2019-06-13,SPCE,10.31
5143,2019-06-14,SPCE,10.31
5144,2019-06-17,SPCE,10.34
5145,2019-06-18,SPCE,10.36
5146,2019-06-19,SPCE,10.38
5147,2019-06-20,SPCE,10.3804
5148,2019-06-21,SPCE,10.43
5149,2019-06-24,SPCE,10.39
5150,2019-06-25,SPCE,10.4
5151,2019-06-26,SPCE,10.4
5152,2019-06-27,SPCE,10.41
5153,2019-06-28,SPCE,10.435
5154,2019-07-01,SPCE,10.4
5155,2019-07-02,SPCE,10.4
5156,2019-07-03,SPCE,10.4
5157,2019-07-05,SPCE,10.43
5158,2019-07-08,SPCE,10.43
5159,2019-07-09,SPCE,10.69
5160,2019-07-10,SPCE,10.78
5161,2019-07-11,SPCE,10.59
5162,2019-07-12,SPCE,10.63
5163,2019-07-15,SPCE,10.58
5164,2019-07-16,SPCE,10.51
5165,2019-07-17,SPCE,10.47
5166,2019-07-18,SPCE,10.48
5167,2019-07-19,SPCE,10.49
5168,2019-07-22,SPCE,10.45
5169,2019-07-23,SPCE,10.45
5170,2019-07-24,SPCE,10.48
5171,2019-07-25,SPCE,10.45
5172,2019-07-26,SPCE,10.47
5173,2019-07-29,SPCE,10.46
5174,2019-07-30,SPCE,10.47
5175,2019-07-31,SPCE,10.47
5176,2019-08-01,SPCE,10.46
5177,2019-08-02,SPCE,10.43
5178,2019-08-05,SPCE,10.43
5179,2019-08-06,SPCE,10.43
5180,2019-08-07,SPCE,10.42
5181,2019-08-08,SPCE,10.42
5182,2019-08-09,SPCE,10.44
5183,2019-08-12,SPCE,10.41
5184,2019-08-13,SPCE,10.41
5185,2019-08-14,SPCE,10.41
5186,2019-08-15,SPCE,10.4
5187,2019-08-16,SPCE,10.37
5188,2019-08-19,SPCE,10.36
5189,2019-08-20,SPCE,10.36
5190,2019-08-21,SPCE,10.38
5191,2019-08-22,SPCE,10.37
5192,2019-08-23,SPCE,10.38
5193,2019-08-26,SPCE,10.36
5194,2019-08-27,SPCE,10.35
5195,2019-08-28,SPCE,10.34
5196,2019-08-29,SPCE,10.34
5197,2019-08-30,SPCE,10.35
5198,2019-09-03,SPCE,10.34
5199,2019-09-04,SPCE,10.34
5200,2019-09-05,SPCE,10.34
5201,2019-09-06,SPCE,10.33
5202,2019-09-09,SPCE,10.36
5203,2019-09-10,SPCE,10.37
5204,2019-09-11,SPCE,10.38
5205,2019-09-12,SPCE,10.37
5206,2019-09-13,SPCE,10.42
5207,2019-09-16,SPCE,10.45
5208,2019-09-17,SPCE,10.42
5209,2019-09-18,SPCE,10.6
5210,2019-09-19,SPCE,10.58
5211,2019-09-20,SPCE,10.6
5212,2019-09-23,SPCE,10.59
5213,2019-09-24,SPCE,10.57
5214,2019-09-25,SPCE,10.54
5215,2019-09-26,SPCE,10.63
5216,2019-09-27,SPCE,10.7
5217,2019-09-30,SPCE,10.7
5218,2019-10-01,SPCE,10.69
5219,2019-10-02,SPCE,10.7
5220,2019-10-03,SPCE,10.86
5221,2019-10-04,SPCE,10.99
5222,2019-10-07,SPCE,10.94
5223,2019-10-08,SPCE,10.92
5224,2019-10-09,SPCE,10.81
5225,2019-10-10,SPCE,10.53
5226,2019-10-11,SPCE,10.45
5227,2019-10-14,SPCE,10.38
5228,2019-10-15,SPCE,10.39
5229,2019-10-16,SPCE,10.36
5230,2019-10-17,SPCE,10.35
5231,2019-10-18,SPCE,10.38
5232,2019-10-21,SPCE,10.38
5233,2019-10-22,SPCE,10.52
5234,2019-10-23,SPCE,10.5
5235,2019-10-24,SPCE,10.6
5236,2019-10-25,SPCE,11.79
5237,2019-10-28,SPCE,11.79
5238,2019-10-29,SPCE,10.99
5239,2019-10-30,SPCE,10.61
5240,2019-10-31,SPCE,9.41
5241,2019-11-01,SPCE,9.64
5242,2019-11-04,SPCE,9.35
5243,2019-11-05,SPCE,9.68
5244,2019-11-06,SPCE,9.65
5245,2019-11-07,SPCE,9.8
5246,2019-11-08,SPCE,9.99
5247,2019-11-11,SPCE,10.2
5248,2019-11-12,SPCE,10.1
5249,2019-11-13,SPCE,9.72
5250,2019-11-14,SPCE,9.66
5251,2019-11-15,SPCE,9.68
5252,2019-11-18,SPCE,9.53
5253,2019-11-19,SPCE,9.39
5254,2019-11-20,SPCE,9.1
5255,2019-11-21,SPCE,8.43
5256,2019-11-22,SPCE,7.6
5257,2019-11-25,SPCE,7.22
5258,2019-11-26,SPCE,7.26
5259,2019-11-27,SPCE,7.32
5260,2019-11-29,SPCE,7.25
5261,2019-12-02,SPCE,7.44
5262,2019-12-03,SPCE,7.46
5263,2019-12-04,SPCE,7.22
5264,2019-12-05,SPCE,7.22
5265,2019-12-06,SPCE,7.26
5266,2019-12-09,SPCE,8.42
5267,2019-12-10,SPCE,8.97
5268,2019-12-11,SPCE,9.34
5269,2019-12-12,SPCE,9.17
5270,2019-12-13,SPCE,9.03
5271,2019-12-16,SPCE,9.29
5272,2019-12-17,SPCE,9.34
5273,2019-12-18,SPCE,9.56
5274,2019-12-19,SPCE,10.37
5275,2019-12-20,SPCE,10.77
5276,2019-12-23,SPCE,10.95
5277,2019-12-24,SPCE,11.41
5278,2019-12-26,SPCE,10.9
5279,2019-12-27,SPCE,11.56
5280,2019-12-30,SPCE,11.49
5281,2019-12-31,SPCE,11.55
5282,2020-01-02,SPCE,11.79
5283,2020-01-03,SPCE,11.81
5284,2020-01-06,SPCE,11.38
5285,2020-01-07,SPCE,11.36
5286,2020-01-08,SPCE,11.42
5287,2020-01-09,SPCE,12.04
5288,2020-01-10,SPCE,12.83
5289,2020-01-13,SPCE,13.7
5290,2020-01-14,SPCE,13.97
5291,2020-01-15,SPCE,14.84
5292,2020-01-16,SPCE,14.94
5293,2020-01-17,SPCE,15.64
5294,2020-01-21,SPCE,17.3
5295,2020-01-22,SPCE,19.72
5296,2020-01-23,SPCE,19.12
5297,2020-01-24,SPCE,17.21
5298,2020-01-27,SPCE,17.44
5299,2020-01-28,SPCE,17.97
5300,2020-01-29,SPCE,17.58
5301,2020-01-30,SPCE,17.1
5302,2020-01-31,SPCE,17.15
5303,2020-02-03,SPCE,18.61
5304,2020-02-04,SPCE,19.69
5305,2020-02-05,SPCE,18.69
5306,2020-02-06,SPCE,18.52
5307,2020-02-07,SPCE,18.93
5308,2020-02-10,SPCE,20.55
5309,2020-02-11,SPCE,21.94
5310,2020-02-12,SPCE,23.08
5311,2020-02-13,SPCE,23.66
5312,2020-02-14,SPCE,28.68
5313,2020-02-18,SPCE,30.3
5314,2020-02-19,SPCE,37.35
5315,2020-02-20,SPCE,37.26
5316,2020-02-21,SPCE,33.87
5317,2020-02-24,SPCE,34.29
5318,2020-02-25,SPCE,34.04
5319,2020-02-26,SPCE,28.75
5320,2020-02-27,SPCE,21.97
5321,2020-02-28,SPCE,24.6
5322,2020-03-02,SPCE,25.98
5323,2020-03-03,SPCE,24.71
5324,2020-03-04,SPCE,23.76
5325,2020-03-05,SPCE,24.09
5326,2020-03-06,SPCE,21.67
5327,2020-03-09,SPCE,19.44
5328,2020-03-10,SPCE,18.44
5329,2020-03-11,SPCE,16.41
5330,2020-03-12,SPCE,13.81
5331,2020-03-13,SPCE,14.69
5332,2020-03-16,SPCE,11.91
5333,2020-03-17,SPCE,12.66
5334,2020-03-18,SPCE,10.56
5335,2020-03-19,SPCE,10.49
5336,2020-03-20,SPCE,11.23
5337,2020-03-23,SPCE,12.97
5338,2020-03-24,SPCE,16.32
5339,2020-03-25,SPCE,16.0
5340,2020-03-26,SPCE,17.06
5341,2020-03-27,SPCE,15.38
5342,2020-03-30,SPCE,14.76
5343,2020-03-31,SPCE,14.78
5344,2020-04-01,SPCE,13.3
5345,2020-04-02,SPCE,12.96
5346,2020-04-03,SPCE,12.19
5347,2020-04-06,SPCE,14.3
5348,2020-04-07,SPCE,14.07
5349,2020-04-08,SPCE,15.36
5350,2020-04-09,SPCE,15.27
5351,2020-04-13,SPCE,15.46
5352,2020-04-14,SPCE,19.03
5353,2020-04-15,SPCE,19.98
5354,2020-04-16,SPCE,18.3
5355,2020-04-17,SPCE,18.9
5356,2020-04-20,SPCE,19.0
5357,2020-04-21,SPCE,16.87
5358,2020-04-22,SPCE,17.27
5359,2020-04-23,SPCE,16.66
5360,2020-04-24,SPCE,17.02
5361,2020-04-27,SPCE,17.89
5362,2020-04-28,SPCE,17.56
5363,2020-04-29,SPCE,18.23
5364,2020-04-30,SPCE,17.62
5365,2020-05-01,SPCE,17.92
5366,2020-05-04,SPCE,16.68
5367,2020-05-05,SPCE,16.62
5368,2020-05-06,SPCE,18.5
5369,2020-05-07,SPCE,19.84
5370,2020-05-08,SPCE,20.18
5371,2020-05-11,SPCE,19.4
5372,2020-05-12,SPCE,17.6
5373,2020-05-13,SPCE,16.54
5374,2020-05-14,SPCE,15.88
5375,2020-05-15,SPCE,15.62
5376,2020-05-18,SPCE,16.0
5377,2020-05-19,SPCE,15.87
5378,2020-05-20,SPCE,14.86
5379,2020-05-21,SPCE,14.71
5380,2020-05-22,SPCE,15.74
5381,2020-05-26,SPCE,16.33
5382,2020-05-27,SPCE,17.52
5383,2020-05-28,SPCE,16.47
5384,2020-05-29,SPCE,17.04
5385,2020-06-01,SPCE,17.52
5386,2020-06-02,SPCE,15.82
5387,2020-06-03,SPCE,16.39
5388,2020-06-04,SPCE,15.86
5389,2020-06-05,SPCE,15.77
5390,2020-06-08,SPCE,17.29
5391,2020-06-09,SPCE,16.64
5392,2020-06-10,SPCE,16.16
5393,2020-06-11,SPCE,14.46
5394,2020-06-12,SPCE,14.99
5395,2020-06-15,SPCE,15.32
5396,2020-06-16,SPCE,15.35
5397,2020-06-17,SPCE,14.98
5398,2020-06-18,SPCE,15.2
5399,2020-06-19,SPCE,15.0
5400,2020-06-22,SPCE,17.39
5401,2020-06-23,SPCE,16.45
5402,2020-06-24,SPCE,15.5
5403,2020-06-25,SPCE,15.25
5404,2020-06-26,SPCE,15.55
5405,2020-06-29,SPCE,15.42
5406,2020-06-30,SPCE,16.34
5407,2020-07-01,SPCE,16.7
5408,2020-07-02,SPCE,16.25
5409,2020-07-06,SPCE,16.95
5410,2020-07-07,SPCE,16.55
5411,2020-07-08,SPCE,16.79
5412,2020-07-09,SPCE,19.46
5413,2020-07-10,SPCE,19.25
5414,2020-07-13,SPCE,18.1
5415,2020-07-14,SPCE,18.43
5416,2020-07-15,SPCE,18.55
5417,2020-07-16,SPCE,21.07
5418,2020-07-17,SPCE,24.05
5419,2020-07-20,SPCE,22.98
5420,2020-07-21,SPCE,24.93
5421,2020-07-22,SPCE,25.54
5422,2020-07-23,SPCE,25.15
5423,2020-07-24,SPCE,24.31
5424,2020-07-27,SPCE,24.92
5425,2020-07-28,SPCE,23.86
5426,2020-07-29,SPCE,22.97
5427,2020-07-30,SPCE,22.88
5428,2020-07-31,SPCE,22.45
5429,2020-08-03,SPCE,24.02
5430,2020-08-04,SPCE,20.72
5431,2020-08-05,SPCE,20.15
5432,2020-08-06,SPCE,19.34
5433,2020-08-07,SPCE,18.25
5434,2020-08-10,SPCE,19.23
5435,2020-08-11,SPCE,18.28
5436,2020-08-12,SPCE,18.16
5437,2020-08-13,SPCE,18.77
5438,2020-08-14,SPCE,18.55
5439,2020-08-17,SPCE,18.17
5440,2020-08-18,SPCE,17.73
5441,2020-08-19,SPCE,17.53
5442,2020-08-20,SPCE,17.31
5443,2020-08-21,SPCE,16.87
5444,2020-08-24,SPCE,17.63
5445,2020-08-25,SPCE,17.49
5446,2020-08-26,SPCE,17.34
5447,2020-08-27,SPCE,17.28
5448,2020-08-28,SPCE,17.46
5449,2020-08-31,SPCE,17.9
5450,2020-09-01,SPCE,17.41
5451,2020-09-02,SPCE,17.1
5452,2020-09-03,SPCE,16.53
5453,2020-09-04,SPCE,15.92
5454,2020-09-08,SPCE,17.4
5455,2020-09-09,SPCE,17.71
5456,2020-09-10,SPCE,17.45
5457,2020-09-11,SPCE,16.56
5458,2020-09-14,SPCE,17.39
5459,2020-09-15,SPCE,17.7
5460,2020-09-16,SPCE,17.41
5461,2020-09-17,SPCE,17.18
5462,2020-09-18,SPCE,17.21
5463,2020-09-21,SPCE,16.48
5464,2020-09-22,SPCE,16.47
5465,2020-09-23,SPCE,15.73
5466,2020-09-24,SPCE,15.92
5467,2020-09-25,SPCE,16.43
5468,2020-09-28,SPCE,20.51
5469,2020-09-29,SPCE,20.44
5470,2020-09-30,SPCE,19.23
5471,2020-10-01,SPCE,20.17
5472,2020-10-02,SPCE,20.77
5473,2020-10-05,SPCE,21.01
5474,2020-10-06,SPCE,21.03
5475,2020-10-07,SPCE,21.82
5476,2020-10-08,SPCE,22.09
5477,2020-10-09,SPCE,21.4
5478,2020-10-12,SPCE,20.57
5479,2020-10-13,SPCE,21.81
5480,2020-10-14,SPCE,21.33
5481,2020-10-15,SPCE,21.64
5482,2020-10-16,SPCE,22.44
5483,2020-10-19,SPCE,22.82
5484,2020-10-20,SPCE,23.03
5485,2020-10-21,SPCE,20.44
5486,2020-10-22,SPCE,20.73
5487,2020-10-23,SPCE,19.14
5488,2020-10-26,SPCE,18.32
5489,2020-10-27,SPCE,18.29
5490,2020-10-28,SPCE,17.48
5491,2020-10-29,SPCE,18.18
5492,2020-10-30,SPCE,17.42
5493,2020-11-02,SPCE,17.66
5494,2020-11-03,SPCE,18.45
5495,2020-11-04,SPCE,18.03
5496,2020-11-05,SPCE,19.17
5497,2020-11-06,SPCE,19.03
5498,2020-11-09,SPCE,20.45
5499,2020-11-10,SPCE,20.47
5500,2020-11-11,SPCE,21.94
5501,2020-11-12,SPCE,21.62
5502,2020-11-13,SPCE,22.27
5503,2020-11-16,SPCE,20.89
5504,2020-11-17,SPCE,21.35
5505,2020-11-18,SPCE,22.59
5506,2020-11-19,SPCE,24.05
5507,2020-11-20,SPCE,23.31
5508,2020-11-23,SPCE,24.91
5509,2020-11-24,SPCE,24.96
5510,2020-11-25,SPCE,27.1
5511,2020-11-27,SPCE,27.17
5512,2020-11-30,SPCE,26.61
5513,2020-12-01,SPCE,28.35
5514,2020-12-02,SPCE,27.53
5515,2020-12-03,SPCE,28.08
5516,2020-12-04,SPCE,28.74
5517,2020-12-07,SPCE,33.8
5518,2020-12-08,SPCE,33.39
5519,2020-12-09,SPCE,32.13
5520,2020-12-10,SPCE,32.18
5521,2020-12-11,SPCE,32.04
5522,2020-12-14,SPCE,26.47
5523,2020-12-15,SPCE,24.51
5524,2020-12-16,SPCE,25.86
5525,2020-12-17,SPCE,25.5
5526,2020-12-18,SPCE,23.84
5527,2020-12-21,SPCE,24.8
5528,2020-12-22,SPCE,25.47
5529,2020-12-23,SPCE,26.82
5530,2020-12-24,SPCE,25.85
5531,2020-12-28,SPCE,23.94
5532,2020-12-29,SPCE,23.75
5533,2020-12-30,SPCE,24.01
5534,2020-12-31,SPCE,23.73
5535,2021-01-04,SPCE,23.21
5536,2021-01-05,SPCE,24.12
5537,2021-01-06,SPCE,24.17
5538,2021-01-07,SPCE,25.13
5539,2021-01-08,SPCE,25.22
5540,2021-01-11,SPCE,24.92
5541,2021-01-12,SPCE,26.66
5542,2021-01-13,SPCE,27.56
5543,2021-01-14,SPCE,33.03
5544,2021-01-15,SPCE,30.43
5545,2021-01-19,SPCE,31.65
5546,2021-01-20,SPCE,32.03
5547,2021-01-21,SPCE,33.27
5548,2021-01-22,SPCE,34.28
5549,2021-01-25,SPCE,36.0
5550,2021-01-26,SPCE,42.05
5551,2021-01-27,SPCE,46.35
5552,2021-01-28,SPCE,43.11
5553,2021-01-29,SPCE,44.29
5554,2021-02-01,SPCE,53.79
5555,2021-02-02,SPCE,48.58
5556,2021-02-03,SPCE,57.12
5557,2021-02-04,SPCE,54.72
5558,2021-02-05,SPCE,54.34
5559,2021-02-08,SPCE,56.25
5560,2021-02-09,SPCE,56.72
5561,2021-02-10,SPCE,52.39
5562,2021-02-11,SPCE,59.41
5563,2021-02-12,SPCE,54.53
5564,2021-02-16,SPCE,50.36
5565,2021-02-17,SPCE,49.59
5566,2021-02-18,SPCE,48.79
5567,2021-02-19,SPCE,51.19
5568,2021-02-22,SPCE,47.13
5569,2021-02-23,SPCE,44.16
5570,2021-02-24,SPCE,46.12
5571,2021-02-25,SPCE,42.24
5572,2021-02-26,SPCE,37.23
5573,2021-03-01,SPCE,38.14
5574,2021-03-02,SPCE,33.77
5575,2021-03-03,SPCE,32.03
5576,2021-03-04,SPCE,30.3
5577,2021-03-05,SPCE,27.29
5578,2021-03-08,SPCE,26.53
5579,2021-03-09,SPCE,30.2
5580,2021-03-10,SPCE,30.59
5581,2021-03-11,SPCE,33.58
5582,2021-03-12,SPCE,34.55
5583,2021-03-15,SPCE,34.8
5584,2021-03-16,SPCE,32.51
5585,2021-03-17,SPCE,33.74
5586,2021-03-18,SPCE,31.96
5587,2021-03-19,SPCE,33.14
5588,2021-03-22,SPCE,32.24
5589,2021-03-23,SPCE,30.93
5590,2021-03-24,SPCE,28.8
5591,2021-03-25,SPCE,29.58
5592,2021-03-26,SPCE,29.59
5593,2021-03-29,SPCE,29.21
5594,2021-03-30,SPCE,30.14
5595,2021-03-31,SPCE,30.63
5596,2021-04-01,SPCE,30.75
5597,2021-04-05,SPCE,29.6
5598,2021-04-06,SPCE,30.71
5599,2021-04-07,SPCE,29.24
5600,2021-04-08,SPCE,29.2
5601,2021-04-09,SPCE,29.28
5602,2021-04-12,SPCE,26.77
5603,2021-04-13,SPCE,26.88
5604,2021-04-14,SPCE,26.68
5605,2021-04-15,SPCE,23.06
5606,2021-04-16,SPCE,23.36
5607,2021-04-19,SPCE,22.46
5608,2021-04-20,SPCE,20.98
5609,2021-04-21,SPCE,22.26
5610,2021-04-22,SPCE,21.72
5611,2021-04-23,SPCE,22.16
5612,2021-04-26,SPCE,23.18
5613,2021-04-27,SPCE,23.51
5614,2021-04-28,SPCE,23.48
5615,2021-04-29,SPCE,22.54
5616,2021-04-30,SPCE,22.15
5617,2021-05-03,SPCE,20.14
5618,2021-05-04,SPCE,20.8
5619,2021-05-05,SPCE,19.94
5620,2021-05-06,SPCE,19.18
5621,2021-05-07,SPCE,19.61
5622,2021-05-10,SPCE,17.95
5623,2021-05-11,SPCE,18.12
5624,2021-05-12,SPCE,16.08
5625,2021-05-13,SPCE,15.5
5626,2021-05-14,SPCE,16.18
5627,2021-05-17,SPCE,16.64
5628,2021-05-18,SPCE,17.25
5629,2021-05-19,SPCE,17.27
5630,2021-05-20,SPCE,19.81
5631,2021-05-21,SPCE,21.07
5632,2021-05-24,SPCE,26.89
5633,2021-05-25,SPCE,25.59
5634,2021-05-26,SPCE,27.0
5635,2021-05-27,SPCE,31.09
5636,2021-05-28,SPCE,31.23
5637,2021-06-01,SPCE,28.88
5638,2021-06-02,SPCE,31.13
5639,2021-06-03,SPCE,31.01
5640,2021-06-04,SPCE,31.38
5641,2021-06-07,SPCE,34.69
5642,2021-06-08,SPCE,37.49
5643,2021-06-09,SPCE,35.16
5644,2021-06-10,SPCE,35.41
5645,2021-06-11,SPCE,35.1
5646,2021-06-14,SPCE,36.49
5647,2021-06-15,SPCE,34.87
5648,2021-06-16,SPCE,35.37
5649,2021-06-17,SPCE,37.32
5650,2021-06-18,SPCE,36.8
5651,2021-06-21,SPCE,36.02
5652,2021-06-22,SPCE,39.42
5653,2021-06-23,SPCE,40.82
5654,2021-06-24,SPCE,40.26
5655,2021-06-25,SPCE,55.91
5656,2021-06-28,SPCE,54.84
5657,2021-06-29,SPCE,47.02
5658,2021-06-30,SPCE,46.0
5659,2021-07-01,SPCE,43.19
