,date,Coin,Value
1438,2020-02-06,DOGE,0.0026896
1439,2020-02-07,DOGE,0.0028
1440,2020-02-08,DOGE,0.0032674
1441,2020-02-09,DOGE,0.00489
1442,2020-02-10,DOGE,0.0032819
1443,2020-02-11,DOGE,0.0030946
1444,2020-02-12,DOGE,0.0031568
1445,2020-02-13,DOGE,0.00321
1446,2020-02-14,DOGE,0.0031383
1447,2020-02-15,DOGE,0.0031769
1448,2020-02-16,DOGE,0.0029621
1449,2020-02-17,DOGE,0.0027561
1450,2020-02-18,DOGE,0.0028656
1451,2020-02-19,DOGE,0.0028615
1452,2020-02-20,DOGE,0.0029909
1453,2020-02-21,DOGE,0.002712
1454,2020-02-22,DOGE,0.0026533
1455,2020-02-23,DOGE,0.00268
1456,2020-02-24,DOGE,0.0026822
1457,2020-02-25,DOGE,0.0025831
1458,2020-02-26,DOGE,0.0024864
1459,2020-02-27,DOGE,0.0024164
1460,2020-02-28,DOGE,0.00237
1461,2020-02-29,DOGE,0.0023197
1462,2020-03-01,DOGE,0.00231
1463,2020-03-02,DOGE,0.0023792
1464,2020-03-03,DOGE,0.0025355
1465,2020-03-04,DOGE,0.0025033
1466,2020-03-05,DOGE,0.00253
1467,2020-03-06,DOGE,0.0024999
1468,2020-03-07,DOGE,0.002494
1469,2020-03-08,DOGE,0.0024039
1470,2020-03-09,DOGE,0.0022269
1471,2020-03-10,DOGE,0.0022641
1472,2020-03-11,DOGE,0.0022181
1473,2020-03-12,DOGE,0.0021805
1474,2020-03-13,DOGE,0.0017957
1475,2020-03-14,DOGE,0.0017771
1476,2020-03-15,DOGE,0.0018329
1477,2020-03-16,DOGE,0.0017
1478,2020-03-17,DOGE,0.0016873
1479,2020-03-18,DOGE,0.0016428
1480,2020-03-19,DOGE,0.0018395
1481,2020-03-20,DOGE,0.0019361
1482,2020-03-21,DOGE,0.0018533
1483,2020-03-22,DOGE,0.0018447
1484,2020-03-23,DOGE,0.0018576
1485,2020-03-24,DOGE,0.001916
1486,2020-03-25,DOGE,0.0018947
1487,2020-03-26,DOGE,0.0018673
1488,2020-03-27,DOGE,0.00187
1489,2020-03-28,DOGE,0.001809
1490,2020-03-29,DOGE,0.0018001
1491,2020-03-30,DOGE,0.0019
1492,2020-03-31,DOGE,0.0018286
1493,2020-04-01,DOGE,0.0018743
1494,2020-04-02,DOGE,0.00195
1495,2020-04-03,DOGE,0.0019048
1496,2020-04-04,DOGE,0.0019085
1497,2020-04-05,DOGE,0.0018817
1498,2020-04-06,DOGE,0.0019901
1499,2020-04-07,DOGE,0.0020209
1500,2020-04-08,DOGE,0.0020426
1501,2020-04-09,DOGE,0.0020454
1502,2020-04-10,DOGE,0.0020356
1503,2020-04-11,DOGE,0.00201
1504,2020-04-12,DOGE,0.002012
1505,2020-04-13,DOGE,0.001976
1506,2020-04-14,DOGE,0.001977
1507,2020-04-15,DOGE,0.0019731
1508,2020-04-16,DOGE,0.00203
1509,2020-04-17,DOGE,0.0020047
1510,2020-04-18,DOGE,0.0020962
1511,2020-04-19,DOGE,0.0020722
1512,2020-04-20,DOGE,0.0020499
1513,2020-04-21,DOGE,0.002
1514,2020-04-22,DOGE,0.00205
1515,2020-04-23,DOGE,0.0021612
1516,2020-04-24,DOGE,0.0021075
1517,2020-04-25,DOGE,0.0021533
1518,2020-04-26,DOGE,0.0024479
1519,2020-04-27,DOGE,0.0024137
1520,2020-04-28,DOGE,0.0023565
1521,2020-04-29,DOGE,0.002542
1522,2020-04-30,DOGE,0.0026904
1523,2020-05-01,DOGE,0.0025466
1524,2020-05-02,DOGE,0.0025574
1525,2020-05-03,DOGE,0.00258
1526,2020-05-04,DOGE,0.0025094
1527,2020-05-05,DOGE,0.0025183
1528,2020-05-06,DOGE,0.0025623
1529,2020-05-07,DOGE,0.0026975
1530,2020-05-08,DOGE,0.0026894
1531,2020-05-09,DOGE,0.0026453
1532,2020-05-10,DOGE,0.0025986
1533,2020-05-11,DOGE,0.0025373
1534,2020-05-12,DOGE,0.0025132
1535,2020-05-13,DOGE,0.0025425
1536,2020-05-14,DOGE,0.00265
1537,2020-05-15,DOGE,0.0025828
1538,2020-05-16,DOGE,0.0025345
1539,2020-05-17,DOGE,0.00258
1540,2020-05-18,DOGE,0.0025899
1541,2020-05-19,DOGE,0.0025775
1542,2020-05-20,DOGE,0.002566
1543,2020-05-21,DOGE,0.0025514
1544,2020-05-22,DOGE,0.00255
1545,2020-05-23,DOGE,0.0025631
1546,2020-05-24,DOGE,0.002563
1547,2020-05-25,DOGE,0.002548
1548,2020-05-26,DOGE,0.0025329
1549,2020-05-27,DOGE,0.0025186
1550,2020-05-28,DOGE,0.0025599
1551,2020-05-29,DOGE,0.0025533
1552,2020-05-30,DOGE,0.0026299
1553,2020-05-31,DOGE,0.0026822
1554,2020-06-01,DOGE,0.0027
1555,2020-06-02,DOGE,0.0026647
1556,2020-06-03,DOGE,0.002596
1557,2020-06-04,DOGE,0.0026679
1558,2020-06-05,DOGE,0.0026288
1559,2020-06-06,DOGE,0.0025999
1560,2020-06-07,DOGE,0.0026135
1561,2020-06-08,DOGE,0.0026038
1562,2020-06-09,DOGE,0.0025888
1563,2020-06-10,DOGE,0.0025953
1564,2020-06-11,DOGE,0.0025938
1565,2020-06-12,DOGE,0.002525
1566,2020-06-13,DOGE,0.0025338
1567,2020-06-14,DOGE,0.0025319
1568,2020-06-15,DOGE,0.0024941
1569,2020-06-16,DOGE,0.0024999
1570,2020-06-17,DOGE,0.0025024
1571,2020-06-18,DOGE,0.0024919
1572,2020-06-19,DOGE,0.002468
1573,2020-06-20,DOGE,0.0024516
1574,2020-06-21,DOGE,0.0024658
1575,2020-06-22,DOGE,0.0025001
1576,2020-06-23,DOGE,0.0024909
1577,2020-06-24,DOGE,0.0024867
1578,2020-06-25,DOGE,0.0024288
1579,2020-06-26,DOGE,0.002417
1580,2020-06-27,DOGE,0.0023635
1581,2020-06-28,DOGE,0.0023459
1582,2020-06-29,DOGE,0.00233
1583,2020-06-30,DOGE,0.0023257
1584,2020-07-01,DOGE,0.0023709
1585,2020-07-02,DOGE,0.0023498
1586,2020-07-03,DOGE,0.0023345
1587,2020-07-04,DOGE,0.0023312
1588,2020-07-05,DOGE,0.002319
1589,2020-07-06,DOGE,0.002622
1590,2020-07-07,DOGE,0.0032953
1591,2020-07-08,DOGE,0.0055999
1592,2020-07-09,DOGE,0.0050594
1593,2020-07-10,DOGE,0.0043334
1594,2020-07-11,DOGE,0.0039634
1595,2020-07-12,DOGE,0.0038501
1596,2020-07-13,DOGE,0.0036408
1597,2020-07-14,DOGE,0.00339
1598,2020-07-15,DOGE,0.0032911
1599,2020-07-16,DOGE,0.003096
1600,2020-07-17,DOGE,0.00309
1601,2020-07-18,DOGE,0.00368
1602,2020-07-19,DOGE,0.0037789
1603,2020-07-20,DOGE,0.0034315
1604,2020-07-21,DOGE,0.0033659
1605,2020-07-22,DOGE,0.003305
1606,2020-07-23,DOGE,0.003337
1607,2020-07-24,DOGE,0.0033114
1608,2020-07-25,DOGE,0.0033433
1609,2020-07-26,DOGE,0.0032898
1610,2020-07-27,DOGE,0.0032441
1611,2020-07-28,DOGE,0.003225
1612,2020-07-29,DOGE,0.0033
1613,2020-07-30,DOGE,0.00325
1614,2020-07-31,DOGE,0.0032412
1615,2020-08-01,DOGE,0.0039
1616,2020-08-02,DOGE,0.0037754
1617,2020-08-03,DOGE,0.0034468
1618,2020-08-04,DOGE,0.0035746
1619,2020-08-05,DOGE,0.0035871
1620,2020-08-06,DOGE,0.00365
1621,2020-08-07,DOGE,0.003617
1622,2020-08-08,DOGE,0.0035249
1623,2020-08-09,DOGE,0.00353
1624,2020-08-10,DOGE,0.0035559
1625,2020-08-11,DOGE,0.0035778
1626,2020-08-12,DOGE,0.0034965
1627,2020-08-13,DOGE,0.0035208
1628,2020-08-14,DOGE,0.00359
1629,2020-08-15,DOGE,0.0036243
1630,2020-08-16,DOGE,0.0035583
1631,2020-08-17,DOGE,0.0037238
1632,2020-08-18,DOGE,0.0037165
1633,2020-08-19,DOGE,0.0035374
1634,2020-08-20,DOGE,0.0035043
1635,2020-08-21,DOGE,0.0035651
1636,2020-08-22,DOGE,0.0034605
1637,2020-08-23,DOGE,0.0034562
1638,2020-08-24,DOGE,0.0034689
1639,2020-08-25,DOGE,0.0034261
1640,2020-08-26,DOGE,0.0033461
1641,2020-08-27,DOGE,0.0033078
1642,2020-08-28,DOGE,0.0032687
1643,2020-08-29,DOGE,0.0032973
1644,2020-08-30,DOGE,0.003348
1645,2020-08-31,DOGE,0.0033054
1646,2020-09-01,DOGE,0.0032784
1647,2020-09-02,DOGE,0.0032626
1648,2020-09-03,DOGE,0.0031265
1649,2020-09-04,DOGE,0.0029632
1650,2020-09-05,DOGE,0.0029269
1651,2020-09-06,DOGE,0.0028068
1652,2020-09-07,DOGE,0.0028373
1653,2020-09-08,DOGE,0.0028386
1654,2020-09-09,DOGE,0.002805
1655,2020-09-10,DOGE,0.002848
1656,2020-09-11,DOGE,0.00282
1657,2020-09-12,DOGE,0.0028321
1658,2020-09-13,DOGE,0.0028199
1659,2020-09-14,DOGE,0.0028143
1660,2020-09-15,DOGE,0.0028699
1661,2020-09-16,DOGE,0.00285
1662,2020-09-17,DOGE,0.0028577
1663,2020-09-18,DOGE,0.002815
1664,2020-09-19,DOGE,0.0028099
1665,2020-09-20,DOGE,0.0028009
1666,2020-09-21,DOGE,0.0028035
1667,2020-09-22,DOGE,0.0026588
1668,2020-09-23,DOGE,0.0026493
1669,2020-09-24,DOGE,0.0026612
1670,2020-09-25,DOGE,0.0027192
1671,2020-09-26,DOGE,0.002761
1672,2020-09-27,DOGE,0.0027351
1673,2020-09-28,DOGE,0.002744
1674,2020-09-29,DOGE,0.0027049
1675,2020-09-30,DOGE,0.0026767
1676,2020-10-01,DOGE,0.002682
1677,2020-10-02,DOGE,0.0026273
1678,2020-10-03,DOGE,0.002637
1679,2020-10-04,DOGE,0.00268
1680,2020-10-05,DOGE,0.0026577
1681,2020-10-06,DOGE,0.0026285
1682,2020-10-07,DOGE,0.0026111
1683,2020-10-08,DOGE,0.00263
1684,2020-10-09,DOGE,0.0026701
1685,2020-10-10,DOGE,0.0027291
1686,2020-10-11,DOGE,0.0027065
1687,2020-10-12,DOGE,0.0027069
1688,2020-10-13,DOGE,0.0026745
1689,2020-10-14,DOGE,0.0026609
1690,2020-10-15,DOGE,0.0026391
1691,2020-10-16,DOGE,0.0026243
1692,2020-10-17,DOGE,0.0026091
1693,2020-10-18,DOGE,0.0026055
1694,2020-10-19,DOGE,0.002622
1695,2020-10-20,DOGE,0.0026252
1696,2020-10-21,DOGE,0.00266
1697,2020-10-22,DOGE,0.002693
1698,2020-10-23,DOGE,0.0026889
1699,2020-10-24,DOGE,0.002647
1700,2020-10-25,DOGE,0.0026749
1701,2020-10-26,DOGE,0.0029115
1702,2020-10-27,DOGE,0.0027076
1703,2020-10-28,DOGE,0.0026907
1704,2020-10-29,DOGE,0.0026117
1705,2020-10-30,DOGE,0.0026002
1706,2020-10-31,DOGE,0.0026004
1707,2020-11-01,DOGE,0.002586
1708,2020-11-02,DOGE,0.0025887
1709,2020-11-03,DOGE,0.002531
1710,2020-11-04,DOGE,0.002565
1711,2020-11-05,DOGE,0.0026769
1712,2020-11-06,DOGE,0.0028201
1713,2020-11-07,DOGE,0.0028424
1714,2020-11-08,DOGE,0.002739
1715,2020-11-09,DOGE,0.0028095
1716,2020-11-10,DOGE,0.0029198
1717,2020-11-11,DOGE,0.00295
1718,2020-11-12,DOGE,0.002802
1719,2020-11-13,DOGE,0.0028483
1720,2020-11-14,DOGE,0.0028239
1721,2020-11-15,DOGE,0.0028285
1722,2020-11-16,DOGE,0.0030452
1723,2020-11-17,DOGE,0.0030094
1724,2020-11-18,DOGE,0.003021
1725,2020-11-19,DOGE,0.0029689
1726,2020-11-20,DOGE,0.0030245
1727,2020-11-21,DOGE,0.0036062
1728,2020-11-22,DOGE,0.00369
1729,2020-11-23,DOGE,0.0037
1730,2020-11-24,DOGE,0.0042925
1731,2020-11-25,DOGE,0.0042978
1732,2020-11-26,DOGE,0.0037979
1733,2020-11-27,DOGE,0.0033656
1734,2020-11-28,DOGE,0.0034841
1735,2020-11-29,DOGE,0.0035384
1736,2020-11-30,DOGE,0.0035955
1737,2020-12-01,DOGE,0.00358
1738,2020-12-02,DOGE,0.0034423
1739,2020-12-03,DOGE,0.0035481
1740,2020-12-04,DOGE,0.0034484
1741,2020-12-05,DOGE,0.0034153
1742,2020-12-06,DOGE,0.0034424
1743,2020-12-07,DOGE,0.0033985
1744,2020-12-08,DOGE,0.0033624
1745,2020-12-09,DOGE,0.0031851
1746,2020-12-10,DOGE,0.003171
1747,2020-12-11,DOGE,0.0031171
1748,2020-12-12,DOGE,0.00319
1749,2020-12-13,DOGE,0.0032776
1750,2020-12-14,DOGE,0.0032888
1751,2020-12-15,DOGE,0.0032516
1752,2020-12-16,DOGE,0.0034448
1753,2020-12-17,DOGE,0.0041458
1754,2020-12-18,DOGE,0.0039976
1755,2020-12-19,DOGE,0.0040379
1756,2020-12-20,DOGE,0.0047496
1757,2020-12-21,DOGE,0.0055
1758,2020-12-22,DOGE,0.0048479
1759,2020-12-23,DOGE,0.0048
1760,2020-12-24,DOGE,0.0045999
1761,2020-12-25,DOGE,0.004643
1762,2020-12-26,DOGE,0.0046879
1763,2020-12-27,DOGE,0.0048231
1764,2020-12-28,DOGE,0.0047355
1765,2020-12-29,DOGE,0.0046295
1766,2020-12-30,DOGE,0.00474
1767,2020-12-31,DOGE,0.0047593
1768,2021-01-01,DOGE,0.005697
1769,2021-01-02,DOGE,0.013988
1770,2021-01-03,DOGE,0.01405
1771,2021-01-04,DOGE,0.0115198
1772,2021-01-05,DOGE,0.0102822
1773,2021-01-06,DOGE,0.011
1774,2021-01-07,DOGE,0.0105735
1775,2021-01-08,DOGE,0.010318
1776,2021-01-09,DOGE,0.01079
1777,2021-01-10,DOGE,0.0109155
1778,2021-01-11,DOGE,0.0098455
1779,2021-01-12,DOGE,0.0091394
1780,2021-01-13,DOGE,0.0087
1781,2021-01-14,DOGE,0.0101
1782,2021-01-15,DOGE,0.0098443
1783,2021-01-16,DOGE,0.0095675
1784,2021-01-17,DOGE,0.0093957
1785,2021-01-18,DOGE,0.00932
1786,2021-01-19,DOGE,0.0096757
1787,2021-01-20,DOGE,0.009144
1788,2021-01-21,DOGE,0.0091
1789,2021-01-22,DOGE,0.0087708
1790,2021-01-23,DOGE,0.0088324
1791,2021-01-24,DOGE,0.0089672
1792,2021-01-25,DOGE,0.0089172
1793,2021-01-26,DOGE,0.0084615
1794,2021-01-27,DOGE,0.0082482
1795,2021-01-28,DOGE,0.0374849
1796,2021-01-29,DOGE,0.0875
1797,2021-01-30,DOGE,0.0508804
1798,2021-01-31,DOGE,0.0494843
1799,2021-02-01,DOGE,0.0438268
1800,2021-02-02,DOGE,0.035294
1801,2021-02-03,DOGE,0.0397836
1802,2021-02-04,DOGE,0.0598
1803,2021-02-05,DOGE,0.05434
1804,2021-02-06,DOGE,0.0588683
1805,2021-02-07,DOGE,0.087297
1806,2021-02-08,DOGE,0.0853555
1807,2021-02-09,DOGE,0.0838001
1808,2021-02-10,DOGE,0.0816496
1809,2021-02-11,DOGE,0.0755622
1810,2021-02-12,DOGE,0.07298
1811,2021-02-13,DOGE,0.071709
1812,2021-02-14,DOGE,0.0664663
1813,2021-02-15,DOGE,0.0642
1814,2021-02-16,DOGE,0.0598452
1815,2021-02-17,DOGE,0.055109
1816,2021-02-18,DOGE,0.0645617
1817,2021-02-19,DOGE,0.059719
1818,2021-02-20,DOGE,0.0607
1819,2021-02-21,DOGE,0.06
1820,2021-02-22,DOGE,0.0608037
1821,2021-02-23,DOGE,0.0538776
1822,2021-02-24,DOGE,0.060586
1823,2021-02-25,DOGE,0.0581
1824,2021-02-26,DOGE,0.0526032
1825,2021-02-27,DOGE,0.0521
1826,2021-02-28,DOGE,0.0502426
1827,2021-03-01,DOGE,0.052505
1828,2021-03-02,DOGE,0.05249
1829,2021-03-03,DOGE,0.0521972
1830,2021-03-04,DOGE,0.0511539
1831,2021-03-05,DOGE,0.051079
1832,2021-03-06,DOGE,0.0525801
1833,2021-03-07,DOGE,0.0524716
1834,2021-03-08,DOGE,0.063075
1835,2021-03-09,DOGE,0.0630025
1836,2021-03-10,DOGE,0.0587592
1837,2021-03-11,DOGE,0.05698
1838,2021-03-12,DOGE,0.057
1839,2021-03-13,DOGE,0.063
1840,2021-03-14,DOGE,0.0636789
1841,2021-03-15,DOGE,0.0597745
1842,2021-03-16,DOGE,0.0591427
1843,2021-03-17,DOGE,0.0589584
1844,2021-03-18,DOGE,0.0592896
1845,2021-03-19,DOGE,0.0599
1846,2021-03-20,DOGE,0.060625
1847,2021-03-21,DOGE,0.0595555
1848,2021-03-22,DOGE,0.0579777
1849,2021-03-23,DOGE,0.0561052
1850,2021-03-24,DOGE,0.0567995
1851,2021-03-25,DOGE,0.0524498
1852,2021-03-26,DOGE,0.054038
1853,2021-03-27,DOGE,0.05545
1854,2021-03-28,DOGE,0.0549
1855,2021-03-29,DOGE,0.0547123
1856,2021-03-30,DOGE,0.0556267
1857,2021-03-31,DOGE,0.0545
1858,2021-04-01,DOGE,0.07135
1859,2021-04-02,DOGE,0.062905
1860,2021-04-03,DOGE,0.0595516
1861,2021-04-04,DOGE,0.0582181
1862,2021-04-05,DOGE,0.0607069
1863,2021-04-06,DOGE,0.066
1864,2021-04-07,DOGE,0.06744
1865,2021-04-08,DOGE,0.062324
1866,2021-04-09,DOGE,0.0642733
1867,2021-04-10,DOGE,0.0657518
1868,2021-04-11,DOGE,0.08
1869,2021-04-12,DOGE,0.0754791
1870,2021-04-13,DOGE,0.0962255
1871,2021-04-14,DOGE,0.1453955
1872,2021-04-15,DOGE,0.1918922
1873,2021-04-16,DOGE,0.45
1874,2021-04-17,DOGE,0.38125
1875,2021-04-18,DOGE,0.351
1876,2021-04-19,DOGE,0.435546
1877,2021-04-20,DOGE,0.4246216
1878,2021-04-21,DOGE,0.347661
1879,2021-04-22,DOGE,0.3093988
1880,2021-04-23,DOGE,0.2695
1881,2021-04-24,DOGE,0.28999
1882,2021-04-25,DOGE,0.289296
1883,2021-04-26,DOGE,0.28077
1884,2021-04-27,DOGE,0.27994
1885,2021-04-28,DOGE,0.348
1886,2021-04-29,DOGE,0.32604
1887,2021-04-30,DOGE,0.34
1888,2021-05-01,DOGE,0.3975
1889,2021-05-02,DOGE,0.39999
1890,2021-05-03,DOGE,0.4479
1891,2021-05-04,DOGE,0.61186
1892,2021-05-05,DOGE,0.69663
1893,2021-05-06,DOGE,0.665
1894,2021-05-07,DOGE,0.733
1895,2021-05-08,DOGE,0.73995
1896,2021-05-09,DOGE,0.70009
1897,2021-05-10,DOGE,0.5726
1898,2021-05-11,DOGE,0.5485
1899,2021-05-12,DOGE,0.522
1900,2021-05-13,DOGE,0.52
1901,2021-05-14,DOGE,0.59
1902,2021-05-15,DOGE,0.56405
1903,2021-05-16,DOGE,0.5489
1904,2021-05-17,DOGE,0.5162
1905,2021-05-18,DOGE,0.51536
1906,2021-05-19,DOGE,0.4794
1907,2021-05-20,DOGE,0.435
1908,2021-05-21,DOGE,0.41198
1909,2021-05-22,DOGE,0.364
1910,2021-05-23,DOGE,0.35094
1911,2021-05-24,DOGE,0.375
1912,2021-05-25,DOGE,0.38
1913,2021-05-26,DOGE,0.36671
1914,2021-05-27,DOGE,0.35309
1915,2021-05-28,DOGE,0.34754
1916,2021-05-29,DOGE,0.31794
1917,2021-05-30,DOGE,0.31079
1918,2021-05-31,DOGE,0.32991
1919,2021-06-01,DOGE,0.38476
1920,2021-06-02,DOGE,0.44834
1921,2021-06-03,DOGE,0.442
1922,2021-06-04,DOGE,0.40249
1923,2021-06-05,DOGE,0.395
1924,2021-06-06,DOGE,0.37703
1925,2021-06-07,DOGE,0.37999
1926,2021-06-08,DOGE,0.34183
1927,2021-06-09,DOGE,0.3548
1928,2021-06-10,DOGE,0.34515
1929,2021-06-11,DOGE,0.3338
1930,2021-06-12,DOGE,0.31932
1931,2021-06-13,DOGE,0.33
1932,2021-06-14,DOGE,0.33777
1933,2021-06-15,DOGE,0.33069
1934,2021-06-16,DOGE,0.32146
1935,2021-06-17,DOGE,0.31413
1936,2021-06-18,DOGE,0.30766
1937,2021-06-19,DOGE,0.29791
1938,2021-06-20,DOGE,0.28988
1939,2021-06-21,DOGE,0.28138
1940,2021-06-22,DOGE,0.2174
1941,2021-06-23,DOGE,0.2485
1942,2021-06-24,DOGE,0.26953
1943,2021-06-25,DOGE,0.28959
1944,2021-06-26,DOGE,0.2554
1945,2021-06-27,DOGE,0.26753
1946,2021-06-28,DOGE,0.26735
1947,2021-06-29,DOGE,0.27573
1948,2021-06-30,DOGE,0.26391
1949,2021-07-01,DOGE,0.2614
1950,2018-10-31,XRP,0.46097
1951,2018-11-01,XRP,0.462
1952,2018-11-02,XRP,0.46899
1953,2018-11-03,XRP,0.46449
1954,2018-11-04,XRP,0.47959
1955,2018-11-05,XRP,0.50644
1956,2018-11-06,XRP,0.56878
1957,2018-11-07,XRP,0.5555
1958,2018-11-08,XRP,0.5468
1959,2018-11-09,XRP,0.5227
1960,2018-11-10,XRP,0.51748
1961,2018-11-11,XRP,0.51233
1962,2018-11-12,XRP,0.53499
1963,2018-11-13,XRP,0.53464
1964,2018-11-14,XRP,0.52012
1965,2018-11-15,XRP,0.4947
1966,2018-11-16,XRP,0.49568
1967,2018-11-17,XRP,0.505
1968,2018-11-18,XRP,0.532
1969,2018-11-19,XRP,0.51695
1970,2018-11-20,XRP,0.50865
1971,2018-11-21,XRP,0.46947
1972,2018-11-22,XRP,0.45785
1973,2018-11-23,XRP,0.44376
1974,2018-11-24,XRP,0.42878
1975,2018-11-25,XRP,0.39639
1976,2018-11-26,XRP,0.39999
1977,2018-11-27,XRP,0.376
1978,2018-11-28,XRP,0.40319
1979,2018-11-29,XRP,0.395
1980,2018-11-30,XRP,0.38331
1981,2018-12-01,XRP,0.379
1982,2018-12-02,XRP,0.3799
1983,2018-12-03,XRP,0.371
1984,2018-12-04,XRP,0.36255
1985,2018-12-05,XRP,0.361
1986,2018-12-06,XRP,0.3455
1987,2018-12-07,XRP,0.312
1988,2018-12-08,XRP,0.325
1989,2018-12-09,XRP,0.31965
1990,2018-12-10,XRP,0.31377
1991,2018-12-11,XRP,0.31
1992,2018-12-12,XRP,0.31064
1993,2018-12-13,XRP,0.30569
1994,2018-12-14,XRP,0.3008
1995,2018-12-15,XRP,0.29149
1996,2018-12-16,XRP,0.2954
1997,2018-12-17,XRP,0.337
1998,2018-12-18,XRP,0.3498
1999,2018-12-19,XRP,0.39265
2000,2018-12-20,XRP,0.38368
2001,2018-12-21,XRP,0.383
2002,2018-12-22,XRP,0.36
2003,2018-12-23,XRP,0.37784
2004,2018-12-24,XRP,0.45
2005,2018-12-25,XRP,0.40399
2006,2018-12-26,XRP,0.38942
2007,2018-12-27,XRP,0.375
2008,2018-12-28,XRP,0.37559
2009,2018-12-29,XRP,0.37913
2010,2018-12-30,XRP,0.36578
2011,2018-12-31,XRP,0.36932
2012,2019-01-01,XRP,0.36111
2013,2019-01-02,XRP,0.3745
2014,2019-01-03,XRP,0.3691
2015,2019-01-04,XRP,0.358
2016,2019-01-05,XRP,0.35981
2017,2019-01-06,XRP,0.36446
2018,2019-01-07,XRP,0.37218
2019,2019-01-08,XRP,0.36796
2020,2019-01-09,XRP,0.36919
2021,2019-01-10,XRP,0.37963
2022,2019-01-11,XRP,0.33418
2023,2019-01-12,XRP,0.32977
2024,2019-01-13,XRP,0.32953
2025,2019-01-14,XRP,0.33593
2026,2019-01-15,XRP,0.33176
2027,2019-01-16,XRP,0.33196
2028,2019-01-17,XRP,0.3284
2029,2019-01-18,XRP,0.32548
2030,2019-01-19,XRP,0.3325
2031,2019-01-20,XRP,0.32861
2032,2019-01-21,XRP,0.32163
2033,2019-01-22,XRP,0.3202
2034,2019-01-23,XRP,0.31933
2035,2019-01-24,XRP,0.31795
2036,2019-01-25,XRP,0.31698
2037,2019-01-26,XRP,0.31887
2038,2019-01-27,XRP,0.31409
2039,2019-01-28,XRP,0.30767
2040,2019-01-29,XRP,0.294
2041,2019-01-30,XRP,0.32646
2042,2019-01-31,XRP,0.3358
2043,2019-02-01,XRP,0.31197
2044,2019-02-02,XRP,0.31377
2045,2019-02-03,XRP,0.31215
2046,2019-02-04,XRP,0.30566
2047,2019-02-05,XRP,0.30225
2048,2019-02-06,XRP,0.30101
2049,2019-02-07,XRP,0.29469
2050,2019-02-08,XRP,0.32129
2051,2019-02-09,XRP,0.3164
2052,2019-02-10,XRP,0.31286
2053,2019-02-11,XRP,0.3103
2054,2019-02-12,XRP,0.30842
2055,2019-02-13,XRP,0.31373
2056,2019-02-14,XRP,0.30556
2057,2019-02-15,XRP,0.30646
2058,2019-02-16,XRP,0.30408
2059,2019-02-17,XRP,0.308
2060,2019-02-18,XRP,0.32862
2061,2019-02-19,XRP,0.34777
2062,2019-02-20,XRP,0.33476
2063,2019-02-21,XRP,0.33297
2064,2019-02-22,XRP,0.32333
2065,2019-02-23,XRP,0.33395
2066,2019-02-24,XRP,0.34345
2067,2019-02-25,XRP,0.33975
2068,2019-02-26,XRP,0.33502
2069,2019-02-27,XRP,0.31874
2070,2019-02-28,XRP,0.31771
2071,2019-03-01,XRP,0.32354
2072,2019-03-02,XRP,0.31819
2073,2019-03-03,XRP,0.31542
2074,2019-03-04,XRP,0.31222
2075,2019-03-05,XRP,0.31787
2076,2019-03-06,XRP,0.32186
2077,2019-03-07,XRP,0.31936
2078,2019-03-08,XRP,0.316
2079,2019-03-09,XRP,0.319
2080,2019-03-10,XRP,0.31705
2081,2019-03-11,XRP,0.315
2082,2019-03-12,XRP,0.31204
2083,2019-03-13,XRP,0.32555
2084,2019-03-14,XRP,0.31654
2085,2019-03-15,XRP,0.31678
2086,2019-03-16,XRP,0.323
2087,2019-03-17,XRP,0.31892
2088,2019-03-18,XRP,0.32
2089,2019-03-19,XRP,0.3166
2090,2019-03-20,XRP,0.32275
2091,2019-03-21,XRP,0.31915
2092,2019-03-22,XRP,0.31262
2093,2019-03-23,XRP,0.31264
2094,2019-03-24,XRP,0.31186
2095,2019-03-25,XRP,0.308
2096,2019-03-26,XRP,0.30384
2097,2019-03-27,XRP,0.31097
2098,2019-03-28,XRP,0.31012
2099,2019-03-29,XRP,0.31042
2100,2019-03-30,XRP,0.31834
2101,2019-03-31,XRP,0.31168
2102,2019-04-01,XRP,0.31455
2103,2019-04-02,XRP,0.35571
2104,2019-04-03,XRP,0.3705
2105,2019-04-04,XRP,0.34669
2106,2019-04-05,XRP,0.37999
2107,2019-04-06,XRP,0.36224
2108,2019-04-07,XRP,0.367
2109,2019-04-08,XRP,0.37012
2110,2019-04-09,XRP,0.35574
2111,2019-04-10,XRP,0.3578
2112,2019-04-11,XRP,0.35377
2113,2019-04-12,XRP,0.3282
2114,2019-04-13,XRP,0.3359
2115,2019-04-14,XRP,0.33
2116,2019-04-15,XRP,0.33184
2117,2019-04-16,XRP,0.325
2118,2019-04-17,XRP,0.341
2119,2019-04-18,XRP,0.34671
2120,2019-04-19,XRP,0.33537
2121,2019-04-20,XRP,0.33241
2122,2019-04-21,XRP,0.32815
2123,2019-04-22,XRP,0.3306
2124,2019-04-23,XRP,0.32647
2125,2019-04-24,XRP,0.31989
2126,2019-04-25,XRP,0.30581
2127,2019-04-26,XRP,0.30491
2128,2019-04-27,XRP,0.30499
2129,2019-04-28,XRP,0.30278
2130,2019-04-29,XRP,0.30161
2131,2019-04-30,XRP,0.31249
2132,2019-05-01,XRP,0.31
