date,Asset,Value
9/17/2020,AMC,5.72
9/18/2020,AMC,5.67
9/21/2020,AMC,5.32
9/22/2020,AMC,5.21
9/23/2020,AMC,4.78
9/24/2020,AMC,4.61
9/25/2020,AMC,4.88
9/28/2020,AMC,4.91
9/29/2020,AMC,4.86
9/30/2020,AMC,4.71
10/1/2020,AMC,4.65
10/2/2020,AMC,4.65
10/5/2020,AMC,4.13
10/6/2020,AMC,4.06
10/7/2020,AMC,4.04
10/8/2020,AMC,4.14
10/9/2020,AMC,4.05
10/12/2020,AMC,4.08
10/13/2020,AMC,3.54
10/14/2020,AMC,2.96
10/15/2020,AMC,2.78
10/16/2020,AMC,3.04
10/19/2020,AMC,3.54
10/20/2020,AMC,3.09
10/21/2020,AMC,3
10/22/2020,AMC,3.12
10/23/2020,AMC,2.97
10/26/2020,AMC,2.75
10/27/2020,AMC,2.79
10/28/2020,AMC,2.61
10/29/2020,AMC,2.52
10/30/2020,AMC,2.36
11/2/2020,AMC,2.15
11/3/2020,AMC,2.34
11/4/2020,AMC,2.31
11/5/2020,AMC,2.46
11/6/2020,AMC,2.49
11/9/2020,AMC,3.77
11/10/2020,AMC,3.51
11/11/2020,AMC,3.13
11/12/2020,AMC,2.94
11/13/2020,AMC,2.97
11/16/2020,AMC,3.11
11/17/2020,AMC,2.98
11/18/2020,AMC,3.26
11/19/2020,AMC,3.19
11/20/2020,AMC,3.35
11/23/2020,AMC,3.81
11/24/2020,AMC,4.58
11/25/2020,AMC,4.49
11/27/2020,AMC,4.45
11/30/2020,AMC,4.27
12/1/2020,AMC,4.15
12/2/2020,AMC,4.32
12/3/2020,AMC,3.63
12/4/2020,AMC,3.51
12/7/2020,AMC,3.56
12/8/2020,AMC,3.98
12/9/2020,AMC,3.86
12/10/2020,AMC,4.09
12/11/2020,AMC,3.92
12/14/2020,AMC,3.19
12/15/2020,AMC,2.86
12/16/2020,AMC,2.78
12/17/2020,AMC,2.85
12/18/2020,AMC,2.8
12/21/2020,AMC,2.68
12/22/2020,AMC,2.59
12/23/2020,AMC,2.56
12/24/2020,AMC,2.51
12/28/2020,AMC,2.39
12/29/2020,AMC,2.29
12/30/2020,AMC,2.16
12/31/2020,AMC,2.12
1/4/2021,AMC,2.01
1/5/2021,AMC,1.98
1/6/2021,AMC,2.01
1/7/2021,AMC,2.05
1/8/2021,AMC,2.14
1/11/2021,AMC,2.2
1/12/2021,AMC,2.29
1/13/2021,AMC,2.18
1/14/2021,AMC,2.18
1/15/2021,AMC,2.33
1/19/2021,AMC,3.06
1/20/2021,AMC,2.97
1/21/2021,AMC,2.98
1/22/2021,AMC,3.51
1/25/2021,AMC,4.42
1/26/2021,AMC,4.96
1/27/2021,AMC,19.9
1/28/2021,AMC,8.63
1/29/2021,AMC,13.26
2/1/2021,AMC,13.3
2/2/2021,AMC,7.82
2/3/2021,AMC,8.97
2/4/2021,AMC,7.09
2/5/2021,AMC,6.83
2/8/2021,AMC,6.18
2/9/2021,AMC,5.5
2/10/2021,AMC,5.8
2/11/2021,AMC,5.61
2/12/2021,AMC,5.59
2/16/2021,AMC,5.65
2/17/2021,AMC,5.55
2/18/2021,AMC,5.51
2/19/2021,AMC,5.7
2/22/2021,AMC,6.55
2/23/2021,AMC,7.7
2/24/2021,AMC,9.09
2/25/2021,AMC,8.29
2/26/2021,AMC,8.01
3/1/2021,AMC,9.18
3/2/2021,AMC,8.93
3/3/2021,AMC,8.58
3/4/2021,AMC,8.03
3/5/2021,AMC,8.05
3/8/2021,AMC,9.29
3/9/2021,AMC,10.5
3/10/2021,AMC,9.85
3/11/2021,AMC,10.28
3/12/2021,AMC,11.16
3/15/2021,AMC,14.04
3/16/2021,AMC,13.02
3/17/2021,AMC,13.56
3/18/2021,AMC,14
3/19/2021,AMC,13.93
3/22/2021,AMC,12.49
3/23/2021,AMC,10.66
3/24/2021,AMC,9.02
3/25/2021,AMC,10.94
3/26/2021,AMC,10.24
3/29/2021,AMC,10.35
3/30/2021,AMC,10.35
3/31/2021,AMC,10.21
4/1/2021,AMC,9.36
4/5/2021,AMC,10.61
4/6/2021,AMC,10.2
4/7/2021,AMC,9.85
4/8/2021,AMC,9.79
4/9/2021,AMC,9.42
4/12/2021,AMC,8.62
4/13/2021,AMC,8.84
4/14/2021,AMC,9.35
4/15/2021,AMC,9.9
4/16/2021,AMC,9.33
4/19/2021,AMC,9.66
4/20/2021,AMC,9.28
4/21/2021,AMC,9.78
4/22/2021,AMC,9.99
4/23/2021,AMC,10.16
4/26/2021,AMC,11.5
4/27/2021,AMC,11.46
4/28/2021,AMC,10.85
4/29/2021,AMC,10.2
4/30/2021,AMC,10.03
1/3/2017,GME,25.37
1/4/2017,GME,25.92
1/5/2017,GME,25
1/6/2017,GME,24.52
1/9/2017,GME,24.49
1/10/2017,GME,24.64
1/11/2017,GME,24.61
1/12/2017,GME,24.72
1/13/2017,GME,22.73
1/17/2017,GME,23.34
1/18/2017,GME,23.49
1/19/2017,GME,23.31
1/20/2017,GME,23.58
1/23/2017,GME,23.93
1/24/2017,GME,23.87
1/25/2017,GME,24.17
1/26/2017,GME,24.22
1/27/2017,GME,24.31
1/30/2017,GME,24.18
1/31/2017,GME,24.49
2/1/2017,GME,24.3
2/2/2017,GME,24.38
2/3/2017,GME,24.74
2/6/2017,GME,24.68
2/7/2017,GME,24.63
2/8/2017,GME,24.79
2/9/2017,GME,25.39
2/10/2017,GME,25.66
2/13/2017,GME,25.37
2/14/2017,GME,25.74
2/15/2017,GME,25.78
2/16/2017,GME,25.42
2/17/2017,GME,25.57
2/21/2017,GME,26.22
2/22/2017,GME,26.26
2/23/2017,GME,25.56
2/24/2017,GME,26.28
2/27/2017,GME,26.52
2/28/2017,GME,24.44
3/1/2017,GME,24.48
3/2/2017,GME,24.98
3/3/2017,GME,25.28
3/6/2017,GME,24.91
3/7/2017,GME,24.67
3/8/2017,GME,25
3/9/2017,GME,25
3/10/2017,GME,25.18
3/13/2017,GME,24.19
3/14/2017,GME,24.56
3/15/2017,GME,24.67
3/16/2017,GME,24.26
3/17/2017,GME,24.64
3/20/2017,GME,23.88
3/21/2017,GME,24.01
3/22/2017,GME,24.09
3/23/2017,GME,23.96
3/24/2017,GME,20.7
3/27/2017,GME,20.85
3/28/2017,GME,21.72
3/29/2017,GME,21.95
3/30/2017,GME,22.46
3/31/2017,GME,22.55
4/3/2017,GME,22
4/4/2017,GME,21.98
4/5/2017,GME,21.76
4/6/2017,GME,21.84
4/7/2017,GME,21.66
4/10/2017,GME,21.88
4/11/2017,GME,22.11
4/12/2017,GME,22.07
4/13/2017,GME,22.38
4/17/2017,GME,22.89
4/18/2017,GME,22.84
4/19/2017,GME,22.78
4/20/2017,GME,23.19
4/21/2017,GME,23.19
4/24/2017,GME,23.22
4/25/2017,GME,23.4
4/26/2017,GME,23.65
4/27/2017,GME,23.1
4/28/2017,GME,22.69
5/1/2017,GME,22.78
5/2/2017,GME,23.44
5/3/2017,GME,23.97
5/4/2017,GME,23.57
5/5/2017,GME,24
5/8/2017,GME,24.38
5/9/2017,GME,24.49
5/10/2017,GME,24.95
5/11/2017,GME,24.35
5/12/2017,GME,24.03
5/15/2017,GME,24.36
5/16/2017,GME,24.47
5/17/2017,GME,23.84
5/18/2017,GME,23.78
5/19/2017,GME,24.22
5/22/2017,GME,24.05
5/23/2017,GME,22.66
5/24/2017,GME,22.71
5/25/2017,GME,23.62
5/26/2017,GME,22.22
5/30/2017,GME,22.57
5/31/2017,GME,22.14
6/1/2017,GME,22.78
6/2/2017,GME,22.67
6/5/2017,GME,22.48
6/6/2017,GME,21.9
6/7/2017,GME,22.04
6/8/2017,GME,21.37
6/9/2017,GME,22.01
6/12/2017,GME,21.71
6/13/2017,GME,21.98
6/14/2017,GME,21.63
6/15/2017,GME,21.22
6/16/2017,GME,20.59
6/19/2017,GME,20.8
6/20/2017,GME,20.64
6/21/2017,GME,20.46
6/22/2017,GME,20.54
6/23/2017,GME,20.65
6/26/2017,GME,21.13
6/27/2017,GME,21.38
6/28/2017,GME,21.51
6/29/2017,GME,21.61
6/30/2017,GME,21.61
7/3/2017,GME,21.6
7/5/2017,GME,21.51
7/6/2017,GME,21.12
7/7/2017,GME,20.91
7/10/2017,GME,20.89
7/11/2017,GME,20.96
7/12/2017,GME,20.99
7/13/2017,GME,21.16
7/14/2017,GME,21.02
7/17/2017,GME,21.28
7/18/2017,GME,21.09
7/19/2017,GME,21.35
7/20/2017,GME,21.1
7/21/2017,GME,20.78
7/24/2017,GME,20.8
7/25/2017,GME,21.26
7/26/2017,GME,21.04
7/27/2017,GME,21.7
7/28/2017,GME,21.5
7/31/2017,GME,21.69
8/1/2017,GME,21.36
8/2/2017,GME,21.38
8/3/2017,GME,21.66
8/4/2017,GME,21.93
8/7/2017,GME,22.17
8/8/2017,GME,21.94
8/9/2017,GME,22.08
8/10/2017,GME,21.47
8/11/2017,GME,21.76
8/14/2017,GME,21.85
8/15/2017,GME,20.93
8/16/2017,GME,21.39
8/17/2017,GME,21.1
8/18/2017,GME,21.22
8/21/2017,GME,20.98
8/22/2017,GME,21.64
8/23/2017,GME,21.48
8/24/2017,GME,21.78
8/25/2017,GME,19.4
8/28/2017,GME,19.15
8/29/2017,GME,18.75
8/30/2017,GME,18.79
8/31/2017,GME,18.5
9/1/2017,GME,18.67
9/5/2017,GME,18.94
9/6/2017,GME,19.34
9/7/2017,GME,18.85
9/8/2017,GME,19.15
9/11/2017,GME,19.2
9/12/2017,GME,19.53
9/13/2017,GME,20.02
9/14/2017,GME,20.08
9/15/2017,GME,20.29
9/18/2017,GME,20.17
9/19/2017,GME,20.19
9/20/2017,GME,20.1
9/21/2017,GME,19.89
9/22/2017,GME,20.01
9/25/2017,GME,20.44
9/26/2017,GME,20.65
9/27/2017,GME,20.85
9/28/2017,GME,20.79
9/29/2017,GME,20.66
10/2/2017,GME,20.47
10/3/2017,GME,20.21
10/4/2017,GME,20.25
10/5/2017,GME,20.52
10/6/2017,GME,20.02
10/9/2017,GME,20.15
10/10/2017,GME,20.23
10/11/2017,GME,19.59
10/12/2017,GME,19.5
10/13/2017,GME,19.71
10/16/2017,GME,19.41
10/17/2017,GME,19.66
10/18/2017,GME,20.05
10/19/2017,GME,20.05
10/20/2017,GME,20.13
10/23/2017,GME,20.28
10/24/2017,GME,19.96
10/25/2017,GME,19.62
10/26/2017,GME,19.51
10/27/2017,GME,19.34
10/30/2017,GME,18.77
10/31/2017,GME,18.69
11/1/2017,GME,18.6
11/2/2017,GME,18.51
11/3/2017,GME,18.1
11/6/2017,GME,17.83
11/7/2017,GME,17.11
11/8/2017,GME,17.2
11/9/2017,GME,17.56
11/10/2017,GME,16.43
11/13/2017,GME,16.2
11/14/2017,GME,16.19
11/15/2017,GME,16
11/16/2017,GME,16.18
11/17/2017,GME,16.31
11/20/2017,GME,16.44
11/21/2017,GME,16.73
11/22/2017,GME,17.37
11/24/2017,GME,17.42
11/27/2017,GME,18.17
11/28/2017,GME,19.02
11/29/2017,GME,19.52
11/30/2017,GME,18.75
12/1/2017,GME,18.77
12/4/2017,GME,19.4
12/5/2017,GME,19.27
12/6/2017,GME,19.01
12/7/2017,GME,18.63
12/8/2017,GME,19.2
12/11/2017,GME,19.07
12/12/2017,GME,19.11
12/13/2017,GME,18.67
12/14/2017,GME,18.38
12/15/2017,GME,18.34
12/18/2017,GME,18.66
12/19/2017,GME,18.39
12/20/2017,GME,18.25
12/21/2017,GME,18.45
12/22/2017,GME,18.29
12/26/2017,GME,18.51
12/27/2017,GME,18.25
12/28/2017,GME,18.17
12/29/2017,GME,17.95
1/2/2018,GME,18.26
1/3/2018,GME,18.2
1/4/2018,GME,18.32
1/5/2018,GME,18.68
1/8/2018,GME,19.23
1/9/2018,GME,19.55
1/10/2018,GME,19.68
1/11/2018,GME,19.96
1/12/2018,GME,17.76
1/16/2018,GME,17.16
1/17/2018,GME,17.5
1/18/2018,GME,17.86
1/19/2018,GME,18.13
1/22/2018,GME,17.55
1/23/2018,GME,17.4
1/24/2018,GME,16.98
1/25/2018,GME,16.84
1/26/2018,GME,17.06
1/29/2018,GME,17.15
1/30/2018,GME,17.07
1/31/2018,GME,16.81
2/1/2018,GME,16.66
2/2/2018,GME,16.23
2/5/2018,GME,15.65
2/6/2018,GME,16.14
2/7/2018,GME,16.47
2/8/2018,GME,15.83
2/9/2018,GME,16.17
2/12/2018,GME,15.8
2/13/2018,GME,15.58
2/14/2018,GME,16.22
2/15/2018,GME,16.41
2/16/2018,GME,16.4
2/20/2018,GME,15.86
2/21/2018,GME,15.69
2/22/2018,GME,15.62
2/23/2018,GME,15.97
2/26/2018,GME,16.08
2/27/2018,GME,15.57
2/28/2018,GME,15.69
3/1/2018,GME,15.97
3/2/2018,GME,15.93
3/5/2018,GME,16.05
3/6/2018,GME,16.06
3/7/2018,GME,15.94
3/8/2018,GME,15.64
3/9/2018,GME,15.85
3/12/2018,GME,15.55
3/13/2018,GME,15.61
3/14/2018,GME,15.46
3/15/2018,GME,15.31
3/16/2018,GME,15.42
3/19/2018,GME,14.81
3/20/2018,GME,14.47
3/21/2018,GME,14.02
3/22/2018,GME,13.83
3/23/2018,GME,13.5
3/26/2018,GME,14.04
3/27/2018,GME,13.88
3/28/2018,GME,14.15
3/29/2018,GME,12.62
4/2/2018,GME,12.82
4/3/2018,GME,13.01
4/4/2018,GME,13.34
4/5/2018,GME,13.56
4/6/2018,GME,13.43
4/9/2018,GME,13.48
4/10/2018,GME,13.68
4/11/2018,GME,13.84
4/12/2018,GME,13.63
4/13/2018,GME,13.61
4/16/2018,GME,13.81
4/17/2018,GME,13.94
4/18/2018,GME,13.66
4/19/2018,GME,13.52
4/20/2018,GME,12.88
4/23/2018,GME,13.2
4/24/2018,GME,13.41
4/25/2018,GME,13.46
4/26/2018,GME,13.67
4/27/2018,GME,13.86
4/30/2018,GME,13.65
5/1/2018,GME,13.85
5/2/2018,GME,13.45
5/3/2018,GME,12.83
5/4/2018,GME,13
5/7/2018,GME,12.89
5/8/2018,GME,12.79
5/9/2018,GME,12.93
5/10/2018,GME,13.03
5/11/2018,GME,12.71
5/14/2018,GME,13.26
5/15/2018,GME,13.51
5/16/2018,GME,13.55
5/17/2018,GME,13.62
5/18/2018,GME,12.46
5/21/2018,GME,12.78
5/22/2018,GME,12.67
5/23/2018,GME,12.72
5/24/2018,GME,12.74
5/25/2018,GME,12.67
5/29/2018,GME,13.05
5/30/2018,GME,13.42
5/31/2018,GME,13.2
6/1/2018,GME,13.72
6/4/2018,GME,14.24
6/5/2018,GME,14.6
6/6/2018,GME,14.42
6/7/2018,GME,14.49
6/8/2018,GME,14.53
6/11/2018,GME,14.29
6/12/2018,GME,14.05
6/13/2018,GME,13.33
6/14/2018,GME,12.85
6/15/2018,GME,13.96
6/18/2018,GME,15.2
6/19/2018,GME,15.75
6/20/2018,GME,15.71
6/21/2018,GME,15.53
6/22/2018,GME,15.52
6/25/2018,GME,15.11
6/26/2018,GME,14.97
6/27/2018,GME,14.6
6/28/2018,GME,14.88
6/29/2018,GME,14.57
7/2/2018,GME,14.16
7/3/2018,GME,14.05
7/5/2018,GME,14.63
7/6/2018,GME,15.15
7/9/2018,GME,15.47
7/10/2018,GME,14.86
7/11/2018,GME,14.7
7/12/2018,GME,15.09
7/13/2018,GME,15.28
7/16/2018,GME,15.22
7/17/2018,GME,14.58
7/18/2018,GME,14.58
7/19/2018,GME,14.92
7/20/2018,GME,15.08
7/23/2018,GME,14.89
7/24/2018,GME,14.78
7/25/2018,GME,14.51
7/26/2018,GME,14.81
7/27/2018,GME,14.83
7/30/2018,GME,14.7
7/31/2018,GME,14.41
8/1/2018,GME,14.73
8/2/2018,GME,14.62
8/3/2018,GME,14.85
8/6/2018,GME,14.86
8/7/2018,GME,15.12
8/8/2018,GME,15.25
8/9/2018,GME,15.21
8/10/2018,GME,15.32
8/13/2018,GME,15.21
8/14/2018,GME,15.5
8/15/2018,GME,15.42
8/16/2018,GME,15.22
8/17/2018,GME,15.33
8/20/2018,GME,15.85
8/21/2018,GME,16.49
8/22/2018,GME,16.98
8/23/2018,GME,16.76
8/24/2018,GME,16.55
8/27/2018,GME,14.71
8/28/2018,GME,14.03
8/29/2018,GME,14.12
8/30/2018,GME,13.58
8/31/2018,GME,13.27
9/4/2018,GME,14.05
9/5/2018,GME,16.26
9/6/2018,GME,16.14
9/7/2018,GME,16.13
9/10/2018,GME,16
9/11/2018,GME,16.16
9/12/2018,GME,16.66
9/13/2018,GME,17.04
9/14/2018,GME,16.79
9/17/2018,GME,16.61
9/18/2018,GME,16.5
9/19/2018,GME,16.6
9/20/2018,GME,16.49
9/21/2018,GME,16.52
9/24/2018,GME,15.52
9/25/2018,GME,16.02
9/26/2018,GME,15.59
9/27/2018,GME,15.55
9/28/2018,GME,15.27
10/1/2018,GME,15.28
10/2/2018,GME,14.87
10/3/2018,GME,14.92
10/4/2018,GME,14.82
10/5/2018,GME,14.68
10/8/2018,GME,14.98
10/9/2018,GME,14.76
10/10/2018,GME,14.83
10/11/2018,GME,14.66
10/12/2018,GME,14.8
10/15/2018,GME,14.88
10/16/2018,GME,15.29
10/17/2018,GME,15.32
10/18/2018,GME,15.06
10/19/2018,GME,14.73
10/22/2018,GME,15.12
10/23/2018,GME,15.27
10/24/2018,GME,15.07
10/25/2018,GME,14.44
10/26/2018,GME,13.71
10/29/2018,GME,14.53
10/30/2018,GME,14.67
10/31/2018,GME,14.6
11/1/2018,GME,15.35
11/2/2018,GME,15.61
11/5/2018,GME,14.99
11/6/2018,GME,14.95
11/7/2018,GME,14.9
11/8/2018,GME,14.86
11/9/2018,GME,14.64
11/12/2018,GME,13.88
11/13/2018,GME,13.88
11/14/2018,GME,12.96
11/15/2018,GME,13.13
11/16/2018,GME,12.79
11/19/2018,GME,13.03
11/20/2018,GME,12.28
11/21/2018,GME,13.71
11/23/2018,GME,13.5
11/26/2018,GME,14.58
11/27/2018,GME,14.72
11/28/2018,GME,15.01
11/29/2018,GME,14.63
11/30/2018,GME,13.66
12/3/2018,GME,13.87
12/4/2018,GME,13.5
12/6/2018,GME,13.56
12/7/2018,GME,13.68
12/10/2018,GME,13.23
12/11/2018,GME,12.95
12/12/2018,GME,13.23
12/13/2018,GME,12.79
12/14/2018,GME,12.76
12/17/2018,GME,12.65
12/18/2018,GME,12.73
12/19/2018,GME,12.58
12/20/2018,GME,12.43
12/21/2018,GME,11.96
12/24/2018,GME,11.67
12/26/2018,GME,12.4
12/27/2018,GME,12.18
12/28/2018,GME,12.28
12/31/2018,GME,12.62
1/2/2019,GME,13.07
1/3/2019,GME,12.97
1/4/2019,GME,15.24
1/7/2019,GME,15.48
1/8/2019,GME,15.81
1/9/2019,GME,15.98
1/10/2019,GME,15.96
1/11/2019,GME,15.85
1/14/2019,GME,15.64
1/15/2019,GME,15.53
1/16/2019,GME,15.68
1/17/2019,GME,15.77
1/18/2019,GME,15.93
1/22/2019,GME,15.27
1/23/2019,GME,15.48
1/24/2019,GME,15.8
1/25/2019,GME,15.9
1/28/2019,GME,15.5
1/29/2019,GME,11.28
1/30/2019,GME,11.2
1/31/2019,GME,11.34
2/1/2019,GME,11.24
2/4/2019,GME,11.37
2/5/2019,GME,11.79
2/6/2019,GME,11.51
2/7/2019,GME,11.47
2/8/2019,GME,11.35
2/11/2019,GME,11.3
2/12/2019,GME,11.55
2/13/2019,GME,11.47
2/14/2019,GME,11.33
2/15/2019,GME,11.43
2/19/2019,GME,11.2
2/20/2019,GME,11.2
2/21/2019,GME,11.03
2/22/2019,GME,11.37
2/25/2019,GME,11.55
2/26/2019,GME,11.64
2/27/2019,GME,11.67
2/28/2019,GME,11.7
3/1/2019,GME,11.75
3/4/2019,GME,11.57
3/5/2019,GME,11.6
3/6/2019,GME,11.56
3/7/2019,GME,11.59
3/8/2019,GME,10.97
3/11/2019,GME,11.26
3/12/2019,GME,11.47
3/13/2019,GME,11.58
3/14/2019,GME,10.95
3/15/2019,GME,11.06
3/18/2019,GME,11.07
3/19/2019,GME,10.96
3/20/2019,GME,10.5
3/21/2019,GME,10.55
3/22/2019,GME,10.45
3/25/2019,GME,10.14
3/26/2019,GME,10.35
3/27/2019,GME,10.29
3/28/2019,GME,10.19
3/29/2019,GME,10.16
4/1/2019,GME,10.37
4/2/2019,GME,10.1
4/3/2019,GME,9.63
4/4/2019,GME,10.03
4/5/2019,GME,9.86
4/8/2019,GME,9.94
4/9/2019,GME,9.82
4/10/2019,GME,9.97
4/11/2019,GME,9.76
4/12/2019,GME,9.32
4/15/2019,GME,8.94
4/16/2019,GME,9.08
4/17/2019,GME,8.94
4/18/2019,GME,8.77
4/22/2019,GME,8.65
4/23/2019,GME,8.89
4/24/2019,GME,9.01
4/25/2019,GME,8.95
4/26/2019,GME,8.89
4/29/2019,GME,8.76
4/30/2019,GME,8.65
5/1/2019,GME,8.51
5/2/2019,GME,8.77
5/3/2019,GME,8.97
5/6/2019,GME,8.85
5/7/2019,GME,8.77
5/8/2019,GME,8.69
5/9/2019,GME,8.52
5/10/2019,GME,8.48
5/13/2019,GME,8.26
5/14/2019,GME,8.53
5/15/2019,GME,8.69
5/16/2019,GME,8.67
5/17/2019,GME,8.61
5/20/2019,GME,8.06
5/21/2019,GME,8.13
5/22/2019,GME,7.9
5/23/2019,GME,7.7
5/24/2019,GME,7.82
5/28/2019,GME,7.74
5/29/2019,GME,7.57
5/30/2019,GME,7.6
5/31/2019,GME,7.58
6/3/2019,GME,7.47
6/4/2019,GME,7.82
6/5/2019,GME,5.04
6/6/2019,GME,5.13
6/7/2019,GME,5.02
6/10/2019,GME,5.44
6/11/2019,GME,5.72
6/12/2019,GME,5.5
6/13/2019,GME,5.7
6/14/2019,GME,5.63
6/17/2019,GME,5.7
6/18/2019,GME,5.73
6/19/2019,GME,5.63
6/20/2019,GME,5.53
6/21/2019,GME,5.42
6/24/2019,GME,5.37
6/25/2019,GME,5.45
6/26/2019,GME,5.47
6/27/2019,GME,5.54
6/28/2019,GME,5.47
7/1/2019,GME,5.36
7/2/2019,GME,5.38
7/3/2019,GME,5.31
7/5/2019,GME,5.52
7/8/2019,GME,5.45
7/9/2019,GME,5.31
7/10/2019,GME,5.18
7/11/2019,GME,4.84
7/12/2019,GME,4.91
7/15/2019,GME,4.75
7/16/2019,GME,4.63
7/17/2019,GME,4.38
7/18/2019,GME,4.2
7/19/2019,GME,4.32
7/22/2019,GME,4.14
7/23/2019,GME,4.09
7/24/2019,GME,4.08
7/25/2019,GME,3.98
7/26/2019,GME,4.01
7/29/2019,GME,4.12
7/30/2019,GME,4.03
7/31/2019,GME,4.02
8/1/2019,GME,3.84
8/2/2019,GME,3.78
8/5/2019,GME,3.71
8/6/2019,GME,3.81
8/7/2019,GME,3.81
8/8/2019,GME,3.89
8/9/2019,GME,3.59
8/12/2019,GME,3.51
8/13/2019,GME,3.47
8/14/2019,GME,3.32
8/15/2019,GME,3.21
8/16/2019,GME,3.32
8/19/2019,GME,3.38
8/20/2019,GME,3.42
8/21/2019,GME,3.54
8/22/2019,GME,3.87
8/23/2019,GME,3.65
8/26/2019,GME,3.82
8/27/2019,GME,3.7
8/28/2019,GME,3.88
8/29/2019,GME,4.23
8/30/2019,GME,3.97
9/3/2019,GME,3.81
9/4/2019,GME,3.98
9/5/2019,GME,4.23
9/6/2019,GME,4.31
9/9/2019,GME,4.76
9/10/2019,GME,5.09
9/11/2019,GME,4.59
9/12/2019,GME,4.58
9/13/2019,GME,4.41
9/16/2019,GME,4.35
9/17/2019,GME,4.33
9/18/2019,GME,4.6
9/19/2019,GME,4.44
9/20/2019,GME,4.7
9/23/2019,GME,5.02
9/24/2019,GME,5.01
9/25/2019,GME,5.2
9/26/2019,GME,5.28
9/27/2019,GME,5.34
9/30/2019,GME,5.52
10/1/2019,GME,5.58
10/2/2019,GME,5.32
10/3/2019,GME,5.42
10/4/2019,GME,5.55
10/7/2019,GME,5.49
10/8/2019,GME,5.23
10/9/2019,GME,4.99
10/10/2019,GME,5.05
10/11/2019,GME,5.37
10/14/2019,GME,5.58
10/15/2019,GME,5.61
10/16/2019,GME,5.88
10/17/2019,GME,6.03
10/18/2019,GME,5.94
10/21/2019,GME,5.93
10/22/2019,GME,6.39
10/23/2019,GME,6.43
10/24/2019,GME,6.42
10/25/2019,GME,6.35
10/28/2019,GME,6.19
10/29/2019,GME,5.81
10/30/2019,GME,5.73
10/31/2019,GME,5.44
11/1/2019,GME,5.84
11/4/2019,GME,5.85
11/5/2019,GME,5.91
11/6/2019,GME,6.09
11/7/2019,GME,6.22
11/8/2019,GME,6.09
11/11/2019,GME,6.02
11/12/2019,GME,5.92
11/13/2019,GME,5.94
11/14/2019,GME,5.98
11/15/2019,GME,5.88
11/18/2019,GME,5.62
11/19/2019,GME,5.5
11/20/2019,GME,5.46
11/21/2019,GME,5.5
11/22/2019,GME,5.66
11/25/2019,GME,6.03
11/26/2019,GME,6.1
11/27/2019,GME,6.35
11/29/2019,GME,6.34
12/2/2019,GME,6.17
12/3/2019,GME,6.12
12/4/2019,GME,6.43
12/5/2019,GME,6.4
12/6/2019,GME,6.68
12/9/2019,GME,6.33
12/10/2019,GME,6.51
12/11/2019,GME,5.53
12/12/2019,GME,5.58
12/13/2019,GME,5.45
12/16/2019,GME,5.5
12/17/2019,GME,6.06
12/18/2019,GME,6.16
12/19/2019,GME,6.06
12/20/2019,GME,5.99
12/23/2019,GME,5.61
12/24/2019,GME,5.44
12/26/2019,GME,5.4
12/27/2019,GME,5.9
12/30/2019,GME,6.13
12/31/2019,GME,6.08
1/2/2020,GME,6.31
1/3/2020,GME,5.88
1/6/2020,GME,5.85
1/7/2020,GME,5.52
1/8/2020,GME,5.72
1/9/2020,GME,5.55
1/10/2020,GME,5.43
1/13/2020,GME,5.43
1/14/2020,GME,4.71
1/15/2020,GME,4.61
1/16/2020,GME,4.62
1/17/2020,GME,4.75
1/21/2020,GME,4.59
1/22/2020,GME,4.56
1/23/2020,GME,4.62
1/24/2020,GME,4.32
1/27/2020,GME,4.28
1/28/2020,GME,4.21
1/29/2020,GME,4.13
1/30/2020,GME,3.93
1/31/2020,GME,3.84
2/3/2020,GME,3.95
2/4/2020,GME,4.07
2/5/2020,GME,4.18
2/6/2020,GME,4.14
2/7/2020,GME,3.81
2/10/2020,GME,3.94
2/11/2020,GME,4.02
2/12/2020,GME,4.19
2/13/2020,GME,4.11
2/14/2020,GME,4.02
2/18/2020,GME,4.06
2/19/2020,GME,4.15
2/20/2020,GME,4.14
2/21/2020,GME,4.04
2/24/2020,GME,3.7
2/25/2020,GME,3.56
2/26/2020,GME,3.39
2/27/2020,GME,3.47
2/28/2020,GME,3.6
3/2/2020,GME,3.83
3/3/2020,GME,3.63
3/4/2020,GME,3.77
3/5/2020,GME,3.96
3/6/2020,GME,3.92
3/9/2020,GME,3.7
3/10/2020,GME,4.23
3/11/2020,GME,4.14
3/12/2020,GME,3.98
3/13/2020,GME,4.59
3/16/2020,GME,4.37
3/17/2020,GME,4.23
3/18/2020,GME,3.77
3/19/2020,GME,4.19
3/20/2020,GME,3.76
3/23/2020,GME,3.81
3/24/2020,GME,4.16
3/25/2020,GME,4.17
3/26/2020,GME,4.41
3/27/2020,GME,4.22
3/30/2020,GME,3.65
3/31/2020,GME,3.5
4/1/2020,GME,3.25
4/2/2020,GME,2.85
4/3/2020,GME,2.8
4/6/2020,GME,3.09
4/7/2020,GME,3.27
4/8/2020,GME,3.41
4/9/2020,GME,3.89
4/13/2020,GME,4.74
4/14/2020,GME,5.95
4/15/2020,GME,5.27
4/16/2020,GME,5.03
4/17/2020,GME,4.88
4/20/2020,GME,5.61
4/21/2020,GME,4.78
4/22/2020,GME,4.89
4/23/2020,GME,4.7
4/24/2020,GME,4.77
