ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,delta
MSFT,8/29/2016,58.1,16388470,58.18,58.6,58.1,0%
TSLA,8/29/2016,215.2,3261381,220.15,220.4,215,-2%
AAPL,8/30/2016,106,24817940,105.8,106.5,105.5,0%
AMZN,8/30/2016,767.58,1788141,771.05,771.8358,765.56,0%
GOOGL,8/30/2016,791.92,1190034,792.88,798,789.47,0%
GOOG,8/30/2016,769.09,1129932,769.33,774.466,766.84,0%
MSFT,8/30/2016,57.89,16900190,57.98,58.19,57.61,0%
TSLA,8/30/2016,211.34,3164222,216.11,216.11,210.52,-2%
AAPL,8/31/2016,106.1,31639010,105.66,106.5699,105.64,0%
AMZN,8/31/2016,769.16,1630792,766.6,769.64,764,0%
GOOGL,8/31/2016,789.85,1070140,789.6,791.57,787.2,0%
GOOG,8/31/2016,767.05,1247937,767.01,769.09,765.38,0%
MSFT,8/31/2016,57.46,20844280,57.65,57.8,57.3,0%
TSLA,8/31/2016,212.01,3274854,210.43,212.6,208.65,1%
AAPL,9/1/2016,106.73,26675250,106.14,106.8,105.62,1%
AMZN,9/1/2016,770.62,1790751,770.9,772.04,766.75,0%
GOOGL,9/1/2016,791.4,1303118,791.98,792.89,786.33,0%
GOOG,9/1/2016,768.78,925019,769.25,771.02,764.3,0%
MSFT,9/1/2016,57.59,26053530,57.01,57.82,57.01,1%
TSLA,9/1/2016,200.77,7932444,209.01,211.0999,200.5,-4%
AAPL,9/2/2016,107.73,26393770,107.7,108,106.82,0%
AMZN,9/2/2016,772.44,2168238,774.11,776,771.7,0%
GOOGL,9/2/2016,796.87,1349109,795.27,797.1,793.26,0%
GOOG,9/2/2016,771.46,1070725,773.01,773.9199,768.41,0%
MSFT,9/2/2016,57.67,18897210,57.67,58.19,57.42,0%
TSLA,9/2/2016,197.78,5970154,202.33,203.2,196.2,-2%
AAPL,9/3/2016,107.73,26393770,107.7,108,106.82,0%
AMZN,9/3/2016,772.44,2168238,774.11,776,771.7,0%
GOOGL,9/3/2016,796.87,1349109,795.27,797.1,793.26,0%
GOOG,9/3/2016,771.46,1070725,773.01,773.9199,768.41,0%
MSFT,9/3/2016,57.67,18897210,57.67,58.19,57.42,0%
TSLA,9/3/2016,197.78,5970154,202.33,203.2,196.2,-2%
AAPL,9/4/2016,107.73,26393770,107.7,108,106.82,0%
AMZN,9/4/2016,772.44,2168238,774.11,776,771.7,0%
GOOGL,9/4/2016,796.87,1349109,795.27,797.1,793.26,0%
GOOG,9/4/2016,771.46,1070725,773.01,773.9199,768.41,0%
MSFT,9/4/2016,57.67,18897210,57.67,58.19,57.42,0%
TSLA,9/4/2016,197.78,5970154,202.33,203.2,196.2,-2%
AAPL,9/5/2016,107.73,26393770,107.7,108,106.82,0%
AMZN,9/5/2016,772.44,2168238,774.11,776,771.7,0%
GOOGL,9/5/2016,796.87,1349109,795.27,797.1,793.26,0%
GOOG,9/5/2016,771.46,1070725,773.01,773.9199,768.41,0%
MSFT,9/5/2016,57.67,18897210,57.67,58.19,57.42,0%
TSLA,9/5/2016,197.78,5970154,202.33,203.2,196.2,-2%
AAPL,9/6/2016,107.7,26645130,107.9,108.3,107.51,0%
AMZN,9/6/2016,788.87,3716541,774.04,789.48,770.22,2%
GOOGL,9/6/2016,808.02,1989232,798.39,810.89,795.43,1%
GOOG,9/6/2016,780.08,1441864,773.45,782,771,1%
MSFT,9/6/2016,57.61,16264890,57.78,57.8,57.21,0%
TSLA,9/6/2016,202.83,4386193,199.02,203.25,199,2%
AAPL,9/7/2016,108.36,42250480,107.83,108.76,107.07,0%
AMZN,9/7/2016,784.48,2422453,789.53,790.79,784.33,-1%
GOOGL,9/7/2016,807.99,1145552,807.93,810.6,803.72,0%
GOOG,9/7/2016,780.35,893874,780,782.73,776.2,0%
MSFT,9/7/2016,57.66,17484810,57.47,57.84,57.405,0%
TSLA,9/7/2016,201.71,3637918,205.5,206.4968,200.71,-2%
AAPL,9/8/2016,105.52,52955310,107.25,107.27,105.24,-2%
AMZN,9/8/2016,784.06,2027915,783.89,786.5,781.44,0%
GOOGL,9/8/2016,802.84,1176431,805.22,808.42,801.0101,0%
GOOG,9/8/2016,775.32,1268663,778.59,780.35,773.58,0%
MSFT,9/8/2016,57.43,20109050,57.63,57.79,57.18,0%
TSLA,9/8/2016,197.36,3372293,199.55,199.89,196.36,-1%
AAPL,9/9/2016,103.13,46461610,104.64,105.72,103.13,-1%
AMZN,9/9/2016,760.14,4246938,779.36,781,760.11,-2%
GOOGL,9/9/2016,788.48,1882483,798.77,801.75,788.05,-1%
GOOG,9/9/2016,759.66,1879903,770.1,773.245,759.66,-1%
MSFT,9/9/2016,56.21,35026930,56.79,57.52,56.21,-1%
TSLA,9/9/2016,194.47,3753734,199.09,199.92,193.7,-2%
AAPL,9/10/2016,103.13,46461610,104.64,105.72,103.13,-1%
AMZN,9/10/2016,760.14,4246938,779.36,781,760.11,-2%
GOOGL,9/10/2016,788.48,1882483,798.77,801.75,788.05,-1%
GOOG,9/10/2016,759.66,1879903,770.1,773.245,759.66,-1%
MSFT,9/10/2016,56.21,35026930,56.79,57.52,56.21,-1%
TSLA,9/10/2016,194.47,3753734,199.09,199.92,193.7,-2%
AAPL,9/11/2016,103.13,46461610,104.64,105.72,103.13,-1%
AMZN,9/11/2016,760.14,4246938,779.36,781,760.11,-2%
GOOGL,9/11/2016,788.48,1882483,798.77,801.75,788.05,-1%
GOOG,9/11/2016,759.66,1879903,770.1,773.245,759.66,-1%
MSFT,9/11/2016,56.21,35026930,56.79,57.52,56.21,-1%
TSLA,9/11/2016,194.47,3753734,199.09,199.92,193.7,-2%
AAPL,9/12/2016,105.44,45114590,102.65,105.72,102.53,3%
AMZN,9/12/2016,771.49,3118879,757.35,772.66,756,2%
GOOGL,9/12/2016,798.82,1861467,784.52,800.17,783.5,2%
GOOG,9/12/2016,769.02,1310493,755.13,770.29,754.0001,2%
MSFT,9/12/2016,57.05,29266780,56,57.205,55.61,2%
TSLA,9/12/2016,198.3,3714049,195,201.369,194.1,2%
AAPL,9/13/2016,107.95,62080160,107.51,108.79,107.24,0%
AMZN,9/13/2016,761.01,3115662,768.77,769.89,759.05,-1%
GOOGL,9/13/2016,788.72,1808015,794.01,795.79,784.33,-1%
GOOG,9/13/2016,759.69,1394158,764.48,766.2195,755.8,-1%
MSFT,9/13/2016,56.53,30062330,56.5,56.65,56.05,0%
TSLA,9/13/2016,196.05,3583140,197.06,198.49,193.45,-1%
AAPL,9/14/2016,111.77,111186900,108.73,113.03,108.6,3%
AMZN,9/14/2016,761.09,2529304,762.2,767.5,758.85,0%
GOOGL,9/14/2016,790.46,1313008,787.53,796.33,787.53,0%
GOOG,9/14/2016,762.49,1093723,759.61,767.68,759.11,0%
MSFT,9/14/2016,56.26,24265700,56.39,56.63,56.03,0%
TSLA,9/14/2016,196.41,2256143,195.75,197.9248,194.8562,0%
AAPL,9/15/2016,115.57,90398170,113.86,115.73,113.49,2%
AMZN,9/15/2016,769.69,3036442,762,770.87,757.58,1%
GOOGL,9/15/2016,801.23,1563899,790.01,803.645,788.66,1%
GOOG,9/15/2016,771.76,1344945,762.89,773.8,759.96,1%
MSFT,9/15/2016,57.19,27049520,56.15,57.35,55.98,2%
TSLA,9/15/2016,200.42,3082942,196.49,202.5193,196.4,2%
AAPL,9/16/2016,114.92,79763890,115.12,116.13,114.04,0%
AMZN,9/16/2016,778.52,5495339,773.28,780.46,771.66,1%
GOOGL,9/16/2016,797.97,2129528,799.02,799.02,793.62,0%
GOOG,9/16/2016,768.88,2047036,769.75,769.75,764.66,0%
MSFT,9/16/2016,57.25,44603890,57.63,57.63,56.75,-1%
TSLA,9/16/2016,205.4,3104266,200.42,205.7,199,2%
AAPL,9/17/2016,114.92,79763890,115.12,116.13,114.04,0%
AMZN,9/17/2016,778.52,5495339,773.28,780.46,771.66,1%
GOOGL,9/17/2016,797.97,2129528,799.02,799.02,793.62,0%
GOOG,9/17/2016,768.88,2047036,769.75,769.75,764.66,0%
MSFT,9/17/2016,57.25,44603890,57.63,57.63,56.75,-1%
TSLA,9/17/2016,205.4,3104266,200.42,205.7,199,2%
AAPL,9/18/2016,114.92,79763890,115.12,116.13,114.04,0%
AMZN,9/18/2016,778.52,5495339,773.28,780.46,771.66,1%
GOOGL,9/18/2016,797.97,2129528,799.02,799.02,793.62,0%
GOOG,9/18/2016,768.88,2047036,769.75,769.75,764.66,0%
MSFT,9/18/2016,57.25,44603890,57.63,57.63,56.75,-1%
TSLA,9/18/2016,205.4,3104266,200.42,205.7,199,2%
AAPL,9/19/2016,113.58,46937190,115.19,116.18,113.25,-1%
AMZN,9/19/2016,775.1,2293948,779.97,781.94,771,-1%
GOOGL,9/19/2016,795.39,1146770,801.11,803.99,793.56,-1%
GOOG,9/19/2016,765.7,1171969,772.42,774,764.4406,-1%
MSFT,9/19/2016,56.93,20919450,57.27,57.75,56.85,-1%
TSLA,9/19/2016,206.34,2298318,207,209.43,205,0%
AAPL,9/20/2016,113.57,34494150,113.05,114.12,112.51,0%
AMZN,9/20/2016,780.22,1932706,776,781.37,776,1%
GOOGL,9/20/2016,799.78,1049912,800,802.75,798.26,0%
GOOG,9/20/2016,771.41,975434,769,773.33,768.53,0%
MSFT,9/20/2016,56.81,17347740,57.35,57.35,56.75,-1%
TSLA,9/20/2016,204.64,2408556,206.85,207.75,203.91,-1%
AAPL,9/21/2016,113.55,35951900,113.85,113.989,112.441,0%
AMZN,9/21/2016,789.74,2712733,783.25,790.69,779.01,1%
GOOGL,9/21/2016,805.03,1346610,801.26,805.91,796.03,0%
GOOG,9/21/2016,776.22,1166290,772.66,777.16,768.301,0%
MSFT,9/21/2016,57.76,33623490,57.51,57.85,57.08,0%
TSLA,9/21/2016,205.22,2631285,206.37,207,201.56,-1%
AAPL,9/22/2016,114.62,31048170,114.35,114.94,114,0%
AMZN,9/22/2016,804.7,4073362,794.27,805.889,794.27,1%
GOOGL,9/22/2016,815.95,1757641,810,819.06,807.71,1%
GOOG,9/22/2016,787.21,1483899,780,789.85,778.44,1%
MSFT,9/22/2016,57.82,19821760,57.92,58,57.63,0%
TSLA,9/22/2016,206.43,2381600,206.4,207.28,203,0%
AAPL,9/23/2016,112.71,52411070,114.42,114.79,111.55,-1%
AMZN,9/23/2016,805.75,2350777,803.13,807.75,802.12,0%
GOOGL,9/23/2016,814.96,1411216,815.14,817,812.73,0%
GOOG,9/23/2016,786.9,1411439,786.59,788.93,784.15,0%
MSFT,9/23/2016,57.43,19941140,57.87,57.91,57.38,-1%
TSLA,9/23/2016,207.45,2904125,205.99,210.18,205.67,1%
AAPL,9/24/2016,112.71,52411070,114.42,114.79,111.55,-1%
AMZN,9/24/2016,805.75,2350777,803.13,807.75,802.12,0%
GOOGL,9/24/2016,814.96,1411216,815.14,817,812.73,0%
GOOG,9/24/2016,786.9,1411439,786.59,788.93,784.15,0%
MSFT,9/24/2016,57.43,19941140,57.87,57.91,57.38,-1%
TSLA,9/24/2016,207.45,2904125,205.99,210.18,205.67,1%
AAPL,9/25/2016,112.71,52411070,114.42,114.79,111.55,-1%
AMZN,9/25/2016,805.75,2350777,803.13,807.75,802.12,0%
GOOGL,9/25/2016,814.96,1411216,815.14,817,812.73,0%
GOOG,9/25/2016,786.9,1411439,786.59,788.93,784.15,0%
MSFT,9/25/2016,57.43,19941140,57.87,57.91,57.38,-1%
TSLA,9/25/2016,207.45,2904125,205.99,210.18,205.67,1%
AAPL,9/26/2016,112.88,29800240,111.64,113.39,111.55,1%
AMZN,9/26/2016,799.16,2649176,801.8,805.93,797.145,0%
GOOGL,9/26/2016,802.65,1431779,809.82,810.08,800.45,-1%
GOOG,9/26/2016,774.21,1531788,782.74,782.74,773.07,-1%
MSFT,9/26/2016,56.9,21184750,57.08,57.14,56.83,0%
TSLA,9/26/2016,208.99,2393373,206.5,211,206.5,1%
AAPL,9/27/2016,113.09,24587490,113,113.18,112.34,0%
AMZN,9/27/2016,816.11,3812930,801.85,816.64,801.11,2%
GOOGL,9/27/2016,810.73,1362135,801.83,813.49,801.83,1%
GOOG,9/27/2016,783.01,1152760,775.5,785.9899,774.308,1%
MSFT,9/27/2016,57.95,28029780,56.93,58.06,56.681,2%
TSLA,9/27/2016,205.81,3367907,209.65,209.9818,204.6093,-2%
AAPL,9/28/2016,113.95,29608390,113.69,114.64,113.43,0%
AMZN,9/28/2016,828.72,4418171,818,830.14,817.0337,1%
GOOGL,9/28/2016,810.06,1469220,804.08,810.25,802.7803,1%
GOOG,9/28/2016,781.56,1108249,777.85,781.81,774.97,0%
MSFT,9/28/2016,58.03,20523320,57.88,58.06,57.67,0%
TSLA,9/28/2016,206.27,2079324,207.51,208.25,205.26,-1%
AAPL,9/29/2016,112.18,35850010,113.16,113.8,111.8,-1%
AMZN,9/29/2016,829.05,4918973,828.26,837.5,824.63,0%
GOOGL,9/29/2016,802.64,1348241,807.23,813.91,800.855,-1%
GOOG,9/29/2016,775.01,1310252,781.44,785.8,774.232,-1%
MSFT,9/29/2016,57.4,25389600,57.81,58.1679,57.21,-1%
TSLA,9/29/2016,200.7,2714040,205.6,207.33,200.58,-2%
AAPL,9/30/2016,113.05,36340670,112.46,113.37,111.8,1%
AMZN,9/30/2016,837.31,4425478,832.61,839.95,832.4,1%
GOOGL,9/30/2016,804.06,1628896,803.6,808.09,801.5,0%
GOOG,9/30/2016,777.29,1583293,776.33,780.94,774.09,0%
MSFT,9/30/2016,57.6,29877820,57.57,57.77,57.34,0%
TSLA,9/30/2016,204.03,2581730,202.21,204.98,199.55,1%
AAPL,10/1/2016,113.05,36340670,112.46,113.37,111.8,1%
AMZN,10/1/2016,837.31,4425478,832.61,839.95,832.4,1%
GOOGL,10/1/2016,804.06,1628896,803.6,808.09,801.5,0%
GOOG,10/1/2016,777.29,1583293,776.33,780.94,774.09,0%
MSFT,10/1/2016,57.6,29877820,57.57,57.77,57.34,0%
TSLA,10/1/2016,204.03,2581730,202.21,204.98,199.55,1%
AAPL,10/2/2016,113.05,36340670,112.46,113.37,111.8,1%
AMZN,10/2/2016,837.31,4425478,832.61,839.95,832.4,1%
GOOGL,10/2/2016,804.06,1628896,803.6,808.09,801.5,0%
GOOG,10/2/2016,777.29,1583293,776.33,780.94,774.09,0%
MSFT,10/2/2016,57.6,29877820,57.57,57.77,57.34,0%
TSLA,10/2/2016,204.03,2581730,202.21,204.98,199.55,1%
AAPL,10/3/2016,112.52,21634520,112.71,113.05,112.28,0%
AMZN,10/3/2016,836.74,2764010,836,839.86,831.25,0%
GOOGL,10/3/2016,800.38,1487130,802.55,803.54,796.23,0%
GOOG,10/3/2016,772.56,1276614,774.25,776.065,769.5,0%
MSFT,10/3/2016,57.42,19156410,57.405,57.55,57.06,0%
TSLA,10/3/2016,213.7,5989342,212.3,215.6688,208.25,1%
AAPL,10/4/2016,113,29707270,113.06,114.31,112.63,0%
AMZN,10/4/2016,834.03,2948840,840.91,842.365,830.26,-1%
GOOGL,10/4/2016,802.79,1257681,805,806.5,799.67,0%
GOOG,10/4/2016,776.43,1198361,776.03,778.71,772.89,0%
MSFT,10/4/2016,57.24,20061950,57.27,57.595,56.97,0%
TSLA,10/4/2016,211.41,3537953,213.1,213.32,208.82,-1%
AAPL,10/5/2016,113.05,21400410,113.4,113.66,112.69,0%
AMZN,10/5/2016,844.36,3456636,838,845.67,836.12,1%
GOOGL,10/5/2016,801.23,1209183,806,808.5,800.71,-1%
GOOG,10/5/2016,776.47,1457661,779.31,782.07,775.65,0%
MSFT,10/5/2016,57.64,16708620,57.29,57.9601,57.26,1%
TSLA,10/5/2016,208.46,1872456,212.24,213.15,208.12,-2%
AAPL,10/6/2016,113.89,28508710,113.7,114.34,113.13,0%
AMZN,10/6/2016,841.66,2681335,843.7,847.21,840.6,0%
GOOGL,10/6/2016,803.08,1098158,804.08,806.945,800.51,0%
GOOG,10/6/2016,776.86,1066910,779,780.48,775.54,0%
MSFT,10/6/2016,57.74,16194470,57.74,57.86,57.28,0%
TSLA,10/6/2016,201,4697937,202.46,204.2099,200.21,-1%
AAPL,10/7/2016,114.06,24336440,114.31,114.56,113.51,0%
AMZN,10/7/2016,839.43,2423112,845.79,845.95,837.45,-1%
GOOGL,10/7/2016,800.71,1163810,805.93,805.94,796.82,-1%
GOOG,10/7/2016,775.08,932444,779.66,779.66,770.75,-1%
MSFT,10/7/2016,57.8,20062440,57.85,57.98,57.42,0%
TSLA,10/7/2016,196.61,3489480,201,201.32,195.8,-2%
AAPL,10/8/2016,114.06,24336440,114.31,114.56,113.51,0%
AMZN,10/8/2016,839.43,2423112,845.79,845.95,837.45,-1%
GOOGL,10/8/2016,800.71,1163810,805.93,805.94,796.82,-1%
GOOG,10/8/2016,775.08,932444,779.66,779.66,770.75,-1%
MSFT,10/8/2016,57.8,20062440,57.85,57.98,57.42,0%
TSLA,10/8/2016,196.61,3489480,201,201.32,195.8,-2%
AAPL,10/9/2016,114.06,24336440,114.31,114.56,113.51,0%
AMZN,10/9/2016,839.43,2423112,845.79,845.95,837.45,-1%
GOOGL,10/9/2016,800.71,1163810,805.93,805.94,796.82,-1%
GOOG,10/9/2016,775.08,932444,779.66,779.66,770.75,-1%
MSFT,10/9/2016,57.8,20062440,57.85,57.98,57.42,0%
TSLA,10/9/2016,196.61,3489480,201,201.32,195.8,-2%
AAPL,10/10/2016,116.05,36087910,115.02,116.75,114.72,1%
AMZN,10/10/2016,841.71,1819724,843.25,845.2,840.27,0%
GOOGL,10/10/2016,814.17,1489003,803.93,817.38,802.24,1%
GOOG,10/10/2016,785.94,1161410,777.71,789.38,775.87,1%
MSFT,10/10/2016,58.04,18085830,57.91,58.39,57.87,0%
TSLA,10/10/2016,200.95,3311340,201.35,204.14,199.66,0%
AAPL,10/11/2016,116.3,63963010,117.7,118.69,116.2,-1%
AMZN,10/11/2016,831,3584648,841.02,841.29,828.35,-1%
GOOGL,10/11/2016,809.57,1719835,814.17,819.86,807.37,-1%
GOOG,10/11/2016,783.07,1371461,786.66,792.28,780.58,0%
MSFT,10/11/2016,57.19,26483780,57.89,58.02,56.89,-1%
TSLA,10/11/2016,200.1,2326754,201.85,202.2,198.31,-1%
AAPL,10/12/2016,117.34,37512930,117.35,117.98,116.75,0%
AMZN,10/12/2016,834.09,2373674,834,837.666,830.1,0%
GOOGL,10/12/2016,811.77,905703,811.96,814.5,808.5545,0%
GOOG,10/12/2016,786.14,935138,783.76,788.13,782.06,0%
MSFT,10/12/2016,57.11,22157100,57.11,57.27,56.4,0%
TSLA,10/12/2016,201.51,1969099,200.95,203.88,200.42,0%
AAPL,10/13/2016,116.98,35041820,116.79,117.44,115.72,0%
AMZN,10/13/2016,829.28,3088844,829,831.8,821.21,0%
GOOGL,10/13/2016,804.08,1368311,806.07,806.56,798.62,0%
GOOG,10/13/2016,778.19,1360619,781.22,781.22,773,0%
MSFT,10/13/2016,56.92,25217590,56.7,57.3,56.315,0%
TSLA,10/13/2016,200.24,2495140,200.5,200.895,197.05,0%
AAPL,10/14/2016,117.63,35626020,117.88,118.17,117.13,0%
AMZN,10/14/2016,822.96,2994703,835.08,835.74,822.96,-1%
GOOGL,10/14/2016,804.6,1106895,807.45,810.09,802.32,0%
GOOG,10/14/2016,778.53,851512,781.65,783.95,776,0%
MSFT,10/14/2016,57.42,27221480,57.12,57.74,57.12,1%
TSLA,10/14/2016,196.51,4265471,200.66,201.43,196.3,-2%
AAPL,10/15/2016,117.63,35626020,117.88,118.17,117.13,0%
AMZN,10/15/2016,822.96,2994703,835.08,835.74,822.96,-1%
GOOGL,10/15/2016,804.6,1106895,807.45,810.09,802.32,0%
GOOG,10/15/2016,778.53,851512,781.65,783.95,776,0%
MSFT,10/15/2016,57.42,27221480,57.12,57.74,57.12,1%
TSLA,10/15/2016,196.51,4265471,200.66,201.43,196.3,-2%
AAPL,10/16/2016,117.63,35626020,117.88,118.17,117.13,0%
AMZN,10/16/2016,822.96,2994703,835.08,835.74,822.96,-1%
GOOGL,10/16/2016,804.6,1106895,807.45,810.09,802.32,0%
GOOG,10/16/2016,778.53,851512,781.65,783.95,776,0%
MSFT,10/16/2016,57.42,27221480,57.12,57.74,57.12,1%
TSLA,10/16/2016,196.51,4265471,200.66,201.43,196.3,-2%
AAPL,10/17/2016,117.55,23583810,117.33,117.84,116.78,0%
AMZN,10/17/2016,812.95,3355137,821.5,822,811.68,-1%
GOOGL,10/17/2016,806.84,1055806,805.99,813.49,803.83,0%
GOOG,10/17/2016,779.96,1091524,779.8,785.85,777.5,0%
MSFT,10/17/2016,57.22,23829490,57.36,57.46,56.87,0%
TSLA,10/17/2016,193.96,4518331,197.05,198.39,192,-2%
AAPL,10/18/2016,117.47,24308210,118.18,118.21,117.45,-1%
AMZN,10/18/2016,817.65,2507218,822.11,823.26,815.02,-1%
GOOGL,10/18/2016,821.49,2287485,814.21,828.81,813.33,1%
GOOG,10/18/2016,795.26,2046338,787.85,801.61,785.565,1%
MSFT,10/18/2016,57.66,18862790,57.53,57.945,57.41,0%
TSLA,10/18/2016,199.1,5676046,195.99,199.47,193.26,2%
AAPL,10/19/2016,117.12,19977160,117.25,117.76,113.8,0%
AMZN,10/19/2016,817.69,2086337,820.4,820.67,815.17,0%
GOOGL,10/19/2016,827.09,1497429,824.52,829.81,823.205,0%
GOOG,10/19/2016,801.56,1762990,798.86,804.63,797.635,0%
MSFT,10/19/2016,57.53,22840410,57.47,57.84,57.395,0%
TSLA,10/19/2016,203.56,6966185,199.74,206.66,198.06,2%
AAPL,10/20/2016,117.06,24100150,116.86,117.38,116.33,0%
AMZN,10/20/2016,810.32,3148334,813.99,815.71,803.1,0%
GOOGL,10/20/2016,821.63,1385811,827.56,828.465,820.55,-1%
GOOG,10/20/2016,796.97,1755546,803.3,803.97,796.03,-1%
MSFT,10/20/2016,57.25,48880910,57.5,57.52,56.66,0%
TSLA,10/20/2016,199.1,5069410,202.12,203,197.05,-1%
AAPL,10/21/2016,116.6,22527690,116.81,116.91,116.28,0%
AMZN,10/21/2016,818.99,2790354,809.36,819.42,809,1%
GOOGL,10/21/2016,824.06,1612418,820,824.29,818.31,0%
GOOG,10/21/2016,799.37,1262042,795,799.5,794,1%
MSFT,10/21/2016,59.66,80008400,60.28,60.45,59.485,-1%
TSLA,10/21/2016,200.09,2936908,198.6,201.57,197.41,1%
AAPL,10/22/2016,116.6,22527690,116.81,116.91,116.28,0%
AMZN,10/22/2016,818.99,2790354,809.36,819.42,809,1%
GOOGL,10/22/2016,824.06,1612418,820,824.29,818.31,0%
GOOG,10/22/2016,799.37,1262042,795,799.5,794,1%
MSFT,10/22/2016,59.66,80008400,60.28,60.45,59.485,-1%
TSLA,10/22/2016,200.09,2936908,198.6,201.57,197.41,1%
AAPL,10/23/2016,116.6,22527690,116.81,116.91,116.28,0%
AMZN,10/23/2016,818.99,2790354,809.36,819.42,809,1%
GOOGL,10/23/2016,824.06,1612418,820,824.29,818.31,0%
GOOG,10/23/2016,799.37,1262042,795,799.5,794,1%
MSFT,10/23/2016,59.66,80008400,60.28,60.45,59.485,-1%
TSLA,10/23/2016,200.09,2936908,198.6,201.57,197.41,1%
AAPL,10/24/2016,117.65,23492650,117.1,117.74,117,0%
AMZN,10/24/2016,838.09,4052218,824.95,838.3,822.21,2%
GOOGL,10/24/2016,835.74,1444851,830.09,837.94,829.04,1%
GOOG,10/24/2016,813.11,1693162,804.9,815.18,804.82,1%
MSFT,10/24/2016,61,54039610,59.94,61,59.93,2%
TSLA,10/24/2016,202.76,2747344,201,203.9452,200.25,1%
AAPL,10/25/2016,118.25,46820600,117.95,118.36,117.31,0%
AMZN,10/25/2016,835.18,3239776,839.3,843.09,833.22,0%
GOOGL,10/25/2016,828.55,1887068,838.5,838.5,825.3005,-1%
GOOG,10/25/2016,807.67,1575020,816.68,816.68,805.14,-1%
MSFT,10/25/2016,60.99,35119480,60.85,61.3699,60.8,0%
TSLA,10/25/2016,202.34,2442118,202.9,204.69,201.2,0%
AAPL,10/26/2016,115.59,66028640,114.31,115.7,113.31,1%
AMZN,10/26/2016,822.59,3985249,832.76,833.44,820,-1%
GOOGL,10/26/2016,822.1,1791756,827.12,827.71,816.35,-1%
GOOG,10/26/2016,799.07,1645403,806.34,806.98,796.32,-1%
MSFT,10/26/2016,60.63,29908240,60.81,61.2,60.47,0%
TSLA,10/26/2016,202.24,5346893,201,203.19,200.1,1%
AAPL,10/27/2016,114.48,31396130,115.39,115.86,114.1,-1%
AMZN,10/27/2016,818.36,7156567,831.24,831.72,815.43,-2%
GOOGL,10/27/2016,817.35,2939601,823.01,826.58,814.61,-1%
GOOG,10/27/2016,795.35,2723097,801,803.49,791.5,-1%
MSFT,10/27/2016,60.1,28444550,60.61,60.83,60.09,-1%
TSLA,10/27/2016,204.01,13070990,211.34,213.7,201.65,-3%
AAPL,10/28/2016,113.72,36792100,113.87,115.21,113.45,0%
AMZN,10/28/2016,776.32,10832630,782,789.49,774.61,-1%
GOOGL,10/28/2016,819.56,4352704,829.94,839,817,-1%
GOOG,10/28/2016,795.37,4261912,808.35,815.49,793.59,-2%
MSFT,10/28/2016,59.87,33569190,60.01,60.52,59.58,0%
TSLA,10/28/2016,199.97,4273456,204,205.32,199.83,-2%
AAPL,10/29/2016,113.72,36792100,113.87,115.21,113.45,0%
AMZN,10/29/2016,776.32,10832630,782,789.49,774.61,-1%
GOOGL,10/29/2016,819.56,4352704,829.94,839,817,-1%
GOOG,10/29/2016,795.37,4261912,808.35,815.49,793.59,-2%
MSFT,10/29/2016,59.87,33569190,60.01,60.52,59.58,0%
TSLA,10/29/2016,199.97,4273456,204,205.32,199.83,-2%
AAPL,10/30/2016,113.72,36792100,113.87,115.21,113.45,0%
AMZN,10/30/2016,776.32,10832630,782,789.49,774.61,-1%
GOOGL,10/30/2016,819.56,4352704,829.94,839,817,-1%
GOOG,10/30/2016,795.37,4261912,808.35,815.49,793.59,-2%
MSFT,10/30/2016,59.87,33569190,60.01,60.52,59.58,0%
TSLA,10/30/2016,199.97,4273456,204,205.32,199.83,-2%
AAPL,10/31/2016,113.54,26378910,113.65,114.23,113.2,0%
AMZN,10/31/2016,789.82,5408996,781.03,793.7,780.11,1%
GOOGL,10/31/2016,809.9,2238967,822.43,822.63,808,-2%
GOOG,10/31/2016,784.54,2420892,795.47,796.86,784,-1%
MSFT,10/31/2016,59.92,26418340,60.16,60.42,59.92,0%
TSLA,10/31/2016,197.73,4691320,202.49,202.49,195.81,-2%
AAPL,11/1/2016,111.49,43403760,113.46,113.77,110.53,-2%
AMZN,11/1/2016,785.41,5300121,799,800.84,776.713,-2%
GOOGL,11/1/2016,805.48,2354652,810.87,813.96,798.26,-1%
GOOG,11/1/2016,783.61,2404898,782.89,789.49,775.54,0%
MSFT,11/1/2016,59.8,24474870,59.97,60.02,59.25,0%
TSLA,11/1/2016,190.79,7023674,198.04,198.5,188.105,-4%
AAPL,11/2/2016,111.59,28174980,111.4,112.35,111.23,0%
AMZN,11/2/2016,765.56,4981311,783.93,784.75,763.55,-2%
GOOGL,11/2/2016,788.42,2284886,806.76,806.76,785,-2%
GOOG,11/2/2016,768.7,1905814,778.2,781.65,763.4496,-1%
MSFT,11/2/2016,59.43,22118490,59.82,59.93,59.3,-1%
TSLA,11/2/2016,188.02,4242250,190.05,192.6951,187.505,-1%
AAPL,11/3/2016,109.83,26538700,110.98,111.46,109.55,-1%
AMZN,11/3/2016,767.03,3867205,765.05,777,764,0%
GOOGL,11/3/2016,782.19,2173340,784.5,790,778.63,0%
GOOG,11/3/2016,762.13,1933937,767.25,769.95,759.03,-1%
MSFT,11/3/2016,59.21,21448620,59.53,59.64,59.11,-1%
TSLA,11/3/2016,187.42,2644550,189,191.47,187.0401,-1%
