ticker_symbol,day_date,close_value,volume,open_value,high_value,low_value,delta
TSLA,7/8/2019,230.34,5880542,231.24,232.25,228.66,0%
AAPL,7/9/2019,201.24,20578020,199.2,201.51,198.81,1%
AMZN,7/9/2019,1988.3,4345698,1947.8,1990.01,1943.475,2%
GOOGL,7/9/2019,1124.29,1473622,1110.32,1127.86,1107.15,1%
GOOG,7/9/2019,1124.83,1330370,1111.8,1128.025,1107.17,1%
MSFT,7/9/2019,136.46,19953100,136,136.97,135.8,0%
TSLA,7/9/2019,230.06,6190835,228.97,231,227.28,0%
AAPL,7/10/2019,203.23,17897140,201.85,203.73,201.56,1%
AMZN,7/10/2019,2017.41,4931902,1996.51,2024.94,1995.4,1%
GOOGL,7/10/2019,1140.91,1535546,1132.32,1142.34,1130.66,1%
GOOG,7/10/2019,1140.48,1209466,1131.22,1142.05,1130.97,1%
MSFT,7/10/2019,137.85,24204360,137.13,138.58,137.02,1%
TSLA,7/10/2019,238.92,9145736,234.15,238.94,233.14,2%
AAPL,7/11/2019,201.75,20191840,203.31,204.39,201.71,-1%
AMZN,7/11/2019,2001.07,4317766,2025.62,2035.8,1995.3,-1%
GOOGL,7/11/2019,1144.08,1300529,1146.16,1153.24,1139.53,0%
GOOG,7/11/2019,1144.21,1195569,1143.25,1153.07,1139.58,0%
MSFT,7/11/2019,138.4,22327940,138.2,139.22,137.87,0%
TSLA,7/11/2019,238.6,7514430,238.14,241.5,235.8,0%
AAPL,7/12/2019,203.3,17595210,202.45,204,202.2,0%
AMZN,7/12/2019,2011,2509297,2008.27,2017,2003.87,0%
GOOGL,7/12/2019,1145.34,1093933,1142.93,1147.5,1138.56,0%
GOOG,7/12/2019,1144.9,863973,1143.99,1147.34,1138.78,0%
MSFT,7/12/2019,138.9,18936830,138.85,139.13,138.0099,0%
TSLA,7/12/2019,245.08,9200521,239.75,245.38,239.71,2%
AAPL,7/13/2019,203.3,17595210,202.45,204,202.2,0%
AMZN,7/13/2019,2011,2509297,2008.27,2017,2003.87,0%
GOOGL,7/13/2019,1145.34,1093933,1142.93,1147.5,1138.56,0%
GOOG,7/13/2019,1144.9,863973,1143.99,1147.34,1138.78,0%
MSFT,7/13/2019,138.9,18936830,138.85,139.13,138.0099,0%
TSLA,7/13/2019,245.08,9200521,239.75,245.38,239.71,2%
AAPL,7/14/2019,203.3,17595210,202.45,204,202.2,0%
AMZN,7/14/2019,2011,2509297,2008.27,2017,2003.87,0%
GOOGL,7/14/2019,1145.34,1093933,1142.93,1147.5,1138.56,0%
GOOG,7/14/2019,1144.9,863973,1143.99,1147.34,1138.78,0%
MSFT,7/14/2019,138.9,18936830,138.85,139.13,138.0099,0%
TSLA,7/14/2019,245.08,9200521,239.75,245.38,239.71,2%
AAPL,7/15/2019,205.21,16947420,204.09,205.87,204,1%
AMZN,7/15/2019,2020.99,2981343,2021.4,2022.9,2001.55,0%
GOOGL,7/15/2019,1150.51,1058431,1145.34,1150.68,1140,0%
GOOG,7/15/2019,1150.34,903780,1146.86,1150.82,1139.4,0%
MSFT,7/15/2019,138.9,16651460,139.44,139.54,138.46,0%
TSLA,7/15/2019,253.5,11000090,248,254.42,244.86,2%
AAPL,7/16/2019,204.5,16866820,204.59,206.11,203.5,0%
AMZN,7/16/2019,2009.9,2618198,2010.58,2026.3196,2001.22,0%
GOOGL,7/16/2019,1153.46,1267641,1146.73,1158.58,1146.73,1%
GOOG,7/16/2019,1153.58,1238807,1146,1158.58,1145,1%
MSFT,7/16/2019,137.08,22726130,138.96,139.05,136.52,-1%
TSLA,7/16/2019,252.38,8148989,249.3,253.53,247.9325,1%
AAPL,7/17/2019,203.35,14107450,204.05,205.0915,203.27,0%
AMZN,7/17/2019,1992.03,2558809,2007.05,2012,1992.03,-1%
GOOGL,7/17/2019,1146.74,976894,1150.92,1158.44,1146.62,0%
GOOG,7/17/2019,1146.35,1170047,1150.97,1158.36,1145.77,0%
MSFT,7/17/2019,136.27,20210960,137.7,137.93,136.22,-1%
TSLA,7/17/2019,254.86,9764727,255.67,258.31,253.35,0%
AAPL,7/18/2019,205.66,18582160,204,205.88,203.7,1%
AMZN,7/18/2019,1977.9,3504252,1980.01,1987.5,1951.55,0%
GOOGL,7/18/2019,1147.24,1273769,1142,1148.17,1132.855,0%
GOOG,7/18/2019,1146.33,1291281,1141.74,1147.605,1132.73,0%
MSFT,7/18/2019,136.42,30808710,135.55,136.62,134.67,1%
TSLA,7/18/2019,253.54,4764483,255.05,255.75,251.885,-1%
AAPL,7/19/2019,202.59,20929310,205.79,206.5,202.36,-2%
AMZN,7/19/2019,1964.52,3185612,1991.21,1996,1962.2255,-1%
GOOGL,7/19/2019,1131.55,1159153,1149.32,1151.58,1131.25,-2%
GOOG,7/19/2019,1130.1,1647245,1148.19,1151.14,1129.62,-2%
MSFT,7/19/2019,136.62,48992360,140.22,140.67,136.45,-3%
TSLA,7/19/2019,258.18,7048410,255.69,259.96,254.62,1%
AAPL,7/20/2019,202.59,20929310,205.79,206.5,202.36,-2%
AMZN,7/20/2019,1964.52,3185612,1991.21,1996,1962.2255,-1%
GOOGL,7/20/2019,1131.55,1159153,1149.32,1151.58,1131.25,-2%
GOOG,7/20/2019,1130.1,1647245,1148.19,1151.14,1129.62,-2%
MSFT,7/20/2019,136.62,48992360,140.22,140.67,136.45,-3%
TSLA,7/20/2019,258.18,7048410,255.69,259.96,254.62,1%
AAPL,7/21/2019,202.59,20929310,205.79,206.5,202.36,-2%
AMZN,7/21/2019,1964.52,3185612,1991.21,1996,1962.2255,-1%
GOOGL,7/21/2019,1131.55,1159153,1149.32,1151.58,1131.25,-2%
GOOG,7/21/2019,1130.1,1647245,1148.19,1151.14,1129.62,-2%
MSFT,7/21/2019,136.62,48992360,140.22,140.67,136.45,-3%
TSLA,7/21/2019,258.18,7048410,255.69,259.96,254.62,1%
AAPL,7/22/2019,207.22,22277930,203.65,207.23,203.61,2%
AMZN,7/22/2019,1985.63,2908111,1971.14,1989,1958.26,1%
GOOGL,7/22/2019,1139.21,1446757,1135.47,1140.02,1125.21,0%
GOOG,7/22/2019,1138.07,1301846,1133.45,1139.25,1124.24,0%
MSFT,7/22/2019,138.43,25080760,137.41,139.19,137.33,1%
TSLA,7/22/2019,255.68,6846273,258.75,262.155,254.1911,-1%
AAPL,7/23/2019,208.84,18355210,208.46,208.91,207.29,0%
AMZN,7/23/2019,1994.49,2703480,1995.99,1997.79,1973.13,0%
GOOGL,7/23/2019,1148.05,1032438,1143.45,1148.86,1132.85,0%
GOOG,7/23/2019,1146.21,1093688,1144,1146.9,1131.8,0%
MSFT,7/23/2019,139.29,18034590,139.76,139.99,138.03,0%
TSLA,7/23/2019,260.17,5023121,256.71,260.48,254.5,1%
AAPL,7/24/2019,208.67,14991570,207.67,209.15,207.17,0%
AMZN,7/24/2019,2000.81,2631300,1969.3,2001.3,1965.87,2%
GOOGL,7/24/2019,1139.73,1359956,1132.62,1145.455,1128.51,1%
GOOG,7/24/2019,1137.81,1590101,1131.9,1144,1126.99,1%
MSFT,7/24/2019,140.72,20738280,138.9,140.74,138.85,1%
TSLA,7/24/2019,264.88,11072840,259.17,266.07,258.1601,2%
AAPL,7/25/2019,207.02,13909560,208.89,209.24,206.73,-1%
AMZN,7/25/2019,1973.82,4136461,2001,2001.2,1972.72,-1%
GOOGL,7/25/2019,1135.94,2738139,1138.95,1143.591,1123.71,0%
GOOG,7/25/2019,1132.12,2209823,1137.82,1141.7,1120.92,-1%
MSFT,7/25/2019,140.19,18356880,140.43,140.61,139.3215,0%
TSLA,7/25/2019,228.82,22418250,233.5,234.5,225.5501,-2%
AAPL,7/26/2019,207.74,17618870,207.48,209.73,207.14,0%
AMZN,7/26/2019,1943.05,4927143,1942,1950.895,1924.51,0%
GOOGL,7/26/2019,1245.22,6060795,1228,1268.394,1228,1%
GOOG,7/26/2019,1250.41,4805752,1224.04,1265.5499,1224,2%
MSFT,7/26/2019,141.34,19037600,140.37,141.675,140.3,1%
TSLA,7/26/2019,228.04,10027700,226.92,230.26,222.25,0%
AAPL,7/27/2019,207.74,17618870,207.48,209.73,207.14,0%
AMZN,7/27/2019,1943.05,4927143,1942,1950.895,1924.51,0%
GOOGL,7/27/2019,1245.22,6060795,1228,1268.394,1228,1%
GOOG,7/27/2019,1250.41,4805752,1224.04,1265.5499,1224,2%
MSFT,7/27/2019,141.34,19037600,140.37,141.675,140.3,1%
TSLA,7/27/2019,228.04,10027700,226.92,230.26,222.25,0%
AAPL,7/28/2019,207.74,17618870,207.48,209.73,207.14,0%
AMZN,7/28/2019,1943.05,4927143,1942,1950.895,1924.51,0%
GOOGL,7/28/2019,1245.22,6060795,1228,1268.394,1228,1%
GOOG,7/28/2019,1250.41,4805752,1224.04,1265.5499,1224,2%
MSFT,7/28/2019,141.34,19037600,140.37,141.675,140.3,1%
TSLA,7/28/2019,228.04,10027700,226.92,230.26,222.25,0%
AAPL,7/29/2019,209.68,21673390,208.46,210.64,208.44,1%
AMZN,7/29/2019,1912.45,4493190,1930,1932.226,1890.54,-1%
GOOGL,7/29/2019,1241.84,2069127,1242.5,1248.995,1230.2,0%
GOOG,7/29/2019,1239.41,2223731,1241.05,1247.37,1228.23,0%
MSFT,7/29/2019,141.03,16605870,141.5,141.51,139.3663,0%
TSLA,7/29/2019,235.77,9273331,227.09,235.94,226.0325,4%
AAPL,7/30/2019,208.78,33935720,208.76,210.16,207.31,0%
AMZN,7/30/2019,1898.53,2910888,1891.115,1909.89,1883.48,0%
GOOGL,7/30/2019,1228,1430775,1227,1236.91,1225.32,0%
GOOG,7/30/2019,1225.14,1453263,1225.41,1234.87,1223.3,0%
MSFT,7/30/2019,140.35,16846530,140.14,141.2199,139.8005,0%
TSLA,7/30/2019,242.26,8109014,232.9,243.36,232.18,4%
AAPL,7/31/2019,213.04,69281360,216.42,221.37,211.3,-2%
AMZN,7/31/2019,1866.78,4470727,1898.11,1899.55,1849.44,-2%
GOOGL,7/31/2019,1218.2,1997999,1224.87,1234.91,1208.18,-1%
GOOG,7/31/2019,1216.68,1725454,1223,1234,1207.7635,-1%
MSFT,7/31/2019,136.27,38598790,140.33,140.49,135.08,-3%
TSLA,7/31/2019,241.61,9178208,243,246.68,236.6501,-1%
AAPL,8/1/2019,208.43,54017920,213.9,218.03,206.7435,-3%
AMZN,8/1/2019,1855.32,4713311,1871.72,1897.92,1844.01,-1%
GOOGL,8/1/2019,1211.78,1771271,1217.63,1236.298,1207,0%
GOOG,8/1/2019,1209.01,1698510,1214.03,1234.11,1205.72,0%
MSFT,8/1/2019,138.06,40557500,137,140.9383,136.93,1%
TSLA,8/1/2019,233.85,8259516,242.65,244.51,231.77,-4%
AAPL,8/2/2019,204.02,40862120,205.53,206.43,201.63,-1%
AMZN,8/2/2019,1823.24,4956225,1845.07,1846.3634,1808.02,-1%
GOOGL,8/2/2019,1196.32,1745450,1203,1209.5,1190,-1%
GOOG,8/2/2019,1193.99,1645067,1200.74,1206.9,1188.94,-1%
MSFT,8/2/2019,136.9,30791620,138.09,138.32,135.26,-1%
TSLA,8/2/2019,234.34,6136481,231.35,236.27,229.23,1%
AAPL,8/3/2019,204.02,40862120,205.53,206.43,201.63,-1%
AMZN,8/3/2019,1823.24,4956225,1845.07,1846.3634,1808.02,-1%
GOOGL,8/3/2019,1196.32,1745450,1203,1209.5,1190,-1%
GOOG,8/3/2019,1193.99,1645067,1200.74,1206.9,1188.94,-1%
MSFT,8/3/2019,136.9,30791620,138.09,138.32,135.26,-1%
TSLA,8/3/2019,234.34,6136481,231.35,236.27,229.23,1%
AAPL,8/4/2019,204.02,40862120,205.53,206.43,201.63,-1%
AMZN,8/4/2019,1823.24,4956225,1845.07,1846.3634,1808.02,-1%
GOOGL,8/4/2019,1196.32,1745450,1203,1209.5,1190,-1%
GOOG,8/4/2019,1193.99,1645067,1200.74,1206.9,1188.94,-1%
MSFT,8/4/2019,136.9,30791620,138.09,138.32,135.26,-1%
TSLA,8/4/2019,234.34,6136481,231.35,236.27,229.23,1%
AAPL,8/5/2019,193.34,52392970,197.99,198.649,192.58,-2%
AMZN,8/5/2019,1765.13,6058212,1770.22,1788.6678,1748.78,0%
GOOGL,8/5/2019,1154.75,2391972,1172.97,1176.88,1142.75,-2%
GOOG,8/5/2019,1152.32,2597455,1170.04,1175.24,1140.14,-2%
MSFT,8/5/2019,132.21,42749550,133.3,133.9298,130.78,-1%
TSLA,8/5/2019,228.32,7028279,229.6,231.3673,225.775,-1%
AAPL,8/6/2019,197,35824790,196.31,198.067,194.04,0%
AMZN,8/6/2019,1787.83,5070258,1792.23,1793.77,1753.4,0%
GOOGL,8/6/2019,1171.08,1800707,1165.52,1181.4,1161.525,0%
GOOG,8/6/2019,1169.95,1709374,1163.31,1179.96,1160,1%
MSFT,8/6/2019,134.69,32696650,133.8,135.68,133.21,1%
TSLA,8/6/2019,230.75,5564200,231.88,232.5,225.75,0%
AAPL,8/7/2019,199.04,33364400,195.41,199.56,193.82,2%
AMZN,8/7/2019,1793.4,4526884,1773.99,1798.93,1757,1%
GOOGL,8/7/2019,1175.91,1534347,1157.8,1179.87,1150.84,2%
GOOG,8/7/2019,1173.99,1444324,1156,1178.4451,1149.6239,2%
MSFT,8/7/2019,135.28,33414540,133.79,135.65,131.8284,1%
TSLA,8/7/2019,233.42,4776500,226.5,233.5688,225.8,3%
AAPL,8/8/2019,203.43,27009520,200.2,203.53,199.39,2%
AMZN,8/8/2019,1832.89,3701242,1806,1834.26,1798.11,1%
GOOGL,8/8/2019,1206.19,1505848,1186.43,1206.28,1174,2%
GOOG,8/8/2019,1204.8,1467997,1182.83,1205.01,1173.02,2%
MSFT,8/8/2019,138.89,27496510,136.6,138.99,135.93,2%
TSLA,8/8/2019,238.3,5274349,234.45,239.8,232.65,2%
AAPL,8/9/2019,200.99,24619750,201.3,202.76,199.29,0%
AMZN,8/9/2019,1807.58,2879770,1828.95,1831.091,1802.22,-1%
GOOGL,8/9/2019,1188.9,1020945,1199.995,1204.46,1184.89,-1%
GOOG,8/9/2019,1188.01,1065658,1197.99,1203.88,1183.603,-1%
MSFT,8/9/2019,137.71,23466700,138.61,139.38,136.46,-1%
TSLA,8/9/2019,235.01,3898244,236.054,238.96,233.81,0%
AAPL,8/10/2019,200.99,24619750,201.3,202.76,199.29,0%
AMZN,8/10/2019,1807.58,2879770,1828.95,1831.091,1802.22,-1%
GOOGL,8/10/2019,1188.9,1020945,1199.995,1204.46,1184.89,-1%
GOOG,8/10/2019,1188.01,1065658,1197.99,1203.88,1183.603,-1%
MSFT,8/10/2019,137.71,23466700,138.61,139.38,136.46,-1%
TSLA,8/10/2019,235.01,3898244,236.054,238.96,233.81,0%
AAPL,8/11/2019,200.99,24619750,201.3,202.76,199.29,0%
AMZN,8/11/2019,1807.58,2879770,1828.95,1831.091,1802.22,-1%
GOOGL,8/11/2019,1188.9,1020945,1199.995,1204.46,1184.89,-1%
GOOG,8/11/2019,1188.01,1065658,1197.99,1203.88,1183.603,-1%
MSFT,8/11/2019,137.71,23466700,138.61,139.38,136.46,-1%
TSLA,8/11/2019,235.01,3898244,236.054,238.96,233.81,0%
AAPL,8/12/2019,200.48,22481890,199.62,202.0516,199.15,0%
AMZN,8/12/2019,1784.92,2905498,1795.99,1800.98,1777,-1%
GOOGL,8/12/2019,1174.5,1103243,1180,1185.61,1168.72,0%
GOOG,8/12/2019,1174.71,1003187,1179.21,1184.96,1167.6723,0%
MSFT,8/12/2019,135.79,20484350,137.07,137.86,135.24,-1%
TSLA,8/12/2019,229.01,4663937,232.99,235.77,228.75,-2%
AAPL,8/13/2019,208.97,47539790,201.02,212.14,200.83,4%
AMZN,8/13/2019,1824.34,4075021,1783,1831.7429,1780,2%
GOOGL,8/13/2019,1196.73,1430240,1174.35,1205.43,1172.995,2%
GOOG,8/13/2019,1197.27,1318009,1171.46,1204.78,1171.46,2%
MSFT,8/13/2019,138.6,25496590,136.05,138.8,135,2%
TSLA,8/13/2019,235,4868998,228.81,236,227.55,3%
AAPL,8/14/2019,202.75,36547440,203.16,206.44,202.5869,0%
AMZN,8/14/2019,1762.96,4893649,1793.01,1795.6514,1757.215,-2%
GOOGL,8/14/2019,1164.25,1771501,1176.07,1182.79,1161.07,-1%
GOOG,8/14/2019,1164.29,1578668,1176.31,1182.3,1160.54,-1%
MSFT,8/14/2019,133.98,32527250,136.36,136.92,133.67,-2%
TSLA,8/14/2019,219.62,9562591,231.21,231.5,216.69,-5%
AAPL,8/15/2019,201.74,27883360,203.46,205.14,199.67,-1%
AMZN,8/15/2019,1776.12,3809948,1781.99,1788,1761.96,0%
GOOGL,8/15/2019,1169.32,1430715,1168.43,1176.42,1163,0%
GOOG,8/15/2019,1167.26,1224739,1163.5,1175.84,1162.11,0%
MSFT,8/15/2019,133.68,28125420,134.39,134.58,132.25,-1%
TSLA,8/15/2019,215.64,8231952,220.86,221.56,211.55,-2%
AAPL,8/16/2019,206.5,28813620,204.28,207.16,203.84,1%
AMZN,8/16/2019,1792.57,3054240,1792.89,1802.9082,1784.5496,0%
GOOGL,8/16/2019,1179.21,1265187,1180.79,1183.84,1173,0%
GOOG,8/16/2019,1177.6,1349436,1179.55,1182.72,1171.81,0%
MSFT,8/16/2019,136.13,25026150,134.88,136.46,134.72,1%
TSLA,8/16/2019,219.94,5207376,216.66,222.24,216.02,2%
AAPL,8/17/2019,206.5,28813620,204.28,207.16,203.84,1%
AMZN,8/17/2019,1792.57,3054240,1792.89,1802.9082,1784.5496,0%
GOOGL,8/17/2019,1179.21,1265187,1180.79,1183.84,1173,0%
GOOG,8/17/2019,1177.6,1349436,1179.55,1182.72,1171.81,0%
MSFT,8/17/2019,136.13,25026150,134.88,136.46,134.72,1%
TSLA,8/17/2019,219.94,5207376,216.66,222.24,216.02,2%
AAPL,8/18/2019,206.5,28813620,204.28,207.16,203.84,1%
AMZN,8/18/2019,1792.57,3054240,1792.89,1802.9082,1784.5496,0%
GOOGL,8/18/2019,1179.21,1265187,1180.79,1183.84,1173,0%
GOOG,8/18/2019,1177.6,1349436,1179.55,1182.72,1171.81,0%
MSFT,8/18/2019,136.13,25026150,134.88,136.46,134.72,1%
TSLA,8/18/2019,219.94,5207376,216.66,222.24,216.02,2%
AAPL,8/19/2019,210.35,24431920,210.62,212.7307,210.025,0%
AMZN,8/19/2019,1816.12,2820303,1818.08,1826,1812.61,0%
GOOGL,8/19/2019,1200.44,1222854,1191.83,1209.39,1190.4,1%
GOOG,8/19/2019,1198.45,1232517,1190.09,1206.99,1190.09,1%
MSFT,8/19/2019,138.41,24370540,137.855,138.55,136.885,0%
TSLA,8/19/2019,226.83,5311748,224.21,227.83,221.7,1%
AAPL,8/20/2019,210.36,26919530,210.88,213.35,210.32,0%
AMZN,8/20/2019,1801.38,1932835,1814.5,1816.82,1799.88,-1%
GOOGL,8/20/2019,1183.53,1010566,1195.35,1198,1183.045,-1%
GOOG,8/20/2019,1182.69,915605,1195.25,1196.06,1182.11,-1%
MSFT,8/20/2019,137.26,21189000,138.21,138.71,137.24,-1%
TSLA,8/20/2019,225.86,4170527,227.62,229.09,224.54,-1%
AAPL,8/21/2019,212.64,21564750,212.99,213.65,211.6032,0%
AMZN,8/21/2019,1823.54,2039231,1819.39,1829.5785,1815,0%
GOOGL,8/21/2019,1191.58,708272,1195.82,1200.5568,1187.92,0%
GOOG,8/21/2019,1191.25,741053,1193.15,1199,1187.43,0%
MSFT,8/21/2019,138.79,14982310,138.55,139.4935,138,0%
TSLA,8/21/2019,220.83,7799744,222.01,223.22,217.6,-1%
AAPL,8/22/2019,212.46,22267820,213.19,214.435,210.75,0%
AMZN,8/22/2019,1805.6,2658388,1828,1829.4111,1800.1,-1%
GOOGL,8/22/2019,1191.52,867915,1193.8,1198.78,1178.91,0%
GOOG,8/22/2019,1189.53,947906,1194.07,1198.0115,1178.58,0%
MSFT,8/22/2019,137.78,18709660,138.66,139.2,136.29,-1%
TSLA,8/22/2019,222.15,6564964,222.8,225.4,218.22,0%
AAPL,8/23/2019,202.64,46882840,209.43,212.051,201,-3%
AMZN,8/23/2019,1749.62,5277898,1793.03,1804.8962,1745.23,-2%
GOOGL,8/23/2019,1153.58,1813141,1185.17,1195.67,1150,-3%
GOOG,8/23/2019,1151.29,1688271,1181.99,1194.08,1147.75,-3%
MSFT,8/23/2019,133.39,38515390,137.19,138.35,132.8,-3%
TSLA,8/23/2019,211.4,8559704,219.97,221.17,211,-4%
AAPL,8/24/2019,202.64,46882840,209.43,212.051,201,-3%
AMZN,8/24/2019,1749.62,5277898,1793.03,1804.8962,1745.23,-2%
GOOGL,8/24/2019,1153.58,1813141,1185.17,1195.67,1150,-3%
GOOG,8/24/2019,1151.29,1688271,1181.99,1194.08,1147.75,-3%
MSFT,8/24/2019,133.39,38515390,137.19,138.35,132.8,-3%
TSLA,8/24/2019,211.4,8559704,219.97,221.17,211,-4%
AAPL,8/25/2019,202.64,46882840,209.43,212.051,201,-3%
AMZN,8/25/2019,1749.62,5277898,1793.03,1804.8962,1745.23,-2%
GOOGL,8/25/2019,1153.58,1813141,1185.17,1195.67,1150,-3%
GOOG,8/25/2019,1151.29,1688271,1181.99,1194.08,1147.75,-3%
MSFT,8/25/2019,133.39,38515390,137.19,138.35,132.8,-3%
TSLA,8/25/2019,211.4,8559704,219.97,221.17,211,-4%
AAPL,8/26/2019,206.49,26066130,205.86,207.19,205.0573,0%
AMZN,8/26/2019,1768.87,3085320,1766.91,1770,1743.51,0%
GOOGL,8/26/2019,1171.18,1058926,1159.45,1171.86,1154.845,1%
GOOG,8/26/2019,1168.89,1226441,1157.26,1169.47,1152.96,1%
MSFT,8/26/2019,135.45,20325270,134.99,135.56,133.9,0%
TSLA,8/26/2019,215,5054414,213.6,215.02,211.54,1%
AAPL,8/27/2019,204.16,25897340,207.86,208.55,203.53,-2%
AMZN,8/27/2019,1761.83,3027245,1775.73,1779.4,1746.68,-1%
GOOGL,8/27/2019,1170.82,1173489,1183,1185,1164.5572,-1%
GOOG,8/27/2019,1167.84,1077452,1180.53,1182.4,1161.45,-1%
MSFT,8/27/2019,135.74,23115640,136.39,136.72,134.66,0%
TSLA,8/27/2019,214.08,5420727,215.74,218.8,212.03,-1%
AAPL,8/28/2019,205.53,15957630,204.1,205.72,203.32,1%
AMZN,8/28/2019,1764.25,2421893,1755,1767.86,1744.0505,1%
GOOGL,8/28/2019,1173.75,840829,1164.87,1178.5,1160.25,1%
GOOG,8/28/2019,1171.02,802243,1161.71,1176.4199,1157.3,1%
MSFT,8/28/2019,135.56,17410830,134.88,135.76,133.55,1%
TSLA,8/28/2019,215.59,3238625,213.69,217.25,212.31,1%
AAPL,8/29/2019,209.01,21007650,208.5,209.32,206.655,0%
AMZN,8/29/2019,1786.4,3018012,1783,1798.55,1777.25,0%
GOOGL,8/29/2019,1194.24,982098,1186.42,1199.19,1185.28,1%
GOOG,8/29/2019,1192.85,1088858,1181.12,1196.06,1181.12,1%
MSFT,8/29/2019,138.12,20179720,137.25,138.44,136.91,1%
TSLA,8/29/2019,221.71,5183104,219,223.4,218,1%
AAPL,8/30/2019,208.74,21162560,210.16,210.45,207.2,-1%
AMZN,8/30/2019,1776.29,3064147,1797.49,1799.74,1764.57,-1%
GOOGL,8/30/2019,1190.53,903375,1200.35,1200.35,1185.72,-1%
GOOG,8/30/2019,1188.1,1129959,1198.5,1198.5,1183.8026,-1%
MSFT,8/30/2019,137.86,23946120,139.15,139.18,136.27,-1%
TSLA,8/30/2019,225.61,9327775,229.15,232.44,224.213,-2%
AAPL,8/31/2019,208.74,21162560,210.16,210.45,207.2,-1%
AMZN,8/31/2019,1776.29,3064147,1797.49,1799.74,1764.57,-1%
GOOGL,8/31/2019,1190.53,903375,1200.35,1200.35,1185.72,-1%
GOOG,8/31/2019,1188.1,1129959,1198.5,1198.5,1183.8026,-1%
MSFT,8/31/2019,137.86,23946120,139.15,139.18,136.27,-1%
TSLA,8/31/2019,225.61,9327775,229.15,232.44,224.213,-2%
AAPL,9/1/2019,208.74,21162560,210.16,210.45,207.2,-1%
AMZN,9/1/2019,1776.29,3064147,1797.49,1799.74,1764.57,-1%
GOOGL,9/1/2019,1190.53,903375,1200.35,1200.35,1185.72,-1%
GOOG,9/1/2019,1188.1,1129959,1198.5,1198.5,1183.8026,-1%
MSFT,9/1/2019,137.86,23946120,139.15,139.18,136.27,-1%
TSLA,9/1/2019,225.61,9327775,229.15,232.44,224.213,-2%
AAPL,9/2/2019,208.74,21162560,210.16,210.45,207.2,-1%
AMZN,9/2/2019,1776.29,3064147,1797.49,1799.74,1764.57,-1%
GOOGL,9/2/2019,1190.53,903375,1200.35,1200.35,1185.72,-1%
GOOG,9/2/2019,1188.1,1129959,1198.5,1198.5,1183.8026,-1%
MSFT,9/2/2019,137.86,23946120,139.15,139.18,136.27,-1%
TSLA,9/2/2019,225.61,9327775,229.15,232.44,224.213,-2%
AAPL,9/3/2019,205.7,20059570,206.43,206.98,204.22,0%
AMZN,9/3/2019,1789.84,3546859,1770,1800.8,1768,1%
GOOGL,9/3/2019,1169.55,1296116,1181.85,1189.08,1163.715,-1%
GOOG,9/3/2019,1168.39,1480420,1177.03,1186.89,1163.2,-1%
MSFT,9/3/2019,136.04,18880770,136.61,137.2,135.7,0%
TSLA,9/3/2019,225.01,5360546,224.08,228.95,223.16,0%
AAPL,9/4/2019,209.19,19216820,208.39,209.48,207.32,0%
AMZN,9/4/2019,1800.62,2326228,1805,1807.6308,1796.23,0%
GOOGL,9/4/2019,1182.27,1065666,1179.45,1184.88,1171.53,0%
GOOG,9/4/2019,1181.41,1068968,1176.71,1183.48,1171,0%
MSFT,9/4/2019,137.63,18015310,137.3,137.69,136.48,0%
TSLA,9/4/2019,220.68,5768696,226.89,228.46,219.205,-3%
AAPL,9/5/2019,213.28,23946880,212,213.97,211.51,1%
AMZN,9/5/2019,1840.72,3325189,1821.95,1842,1815.575,1%
GOOGL,9/5/2019,1212.19,1320656,1193.66,1214,1192.69,2%
GOOG,9/5/2019,1211.38,1408601,1191.53,1213.04,1191.53,2%
MSFT,9/5/2019,140.05,26119520,139.11,140.3837,138.76,1%
TSLA,9/5/2019,229.58,7403322,222.5,229.8,220.85,3%
AAPL,9/6/2019,213.26,19362290,214.05,214.42,212.51,0%
AMZN,9/6/2019,1833.51,2496933,1838.22,1840.65,1826.4,0%
GOOGL,9/6/2019,1206.32,948580,1209.14,1212.945,1203.26,0%
GOOG,9/6/2019,1204.93,1072143,1208.13,1212.015,1202.5222,0%
MSFT,9/6/2019,139.1,20824500,140.03,140.18,138.2,-1%
TSLA,9/6/2019,227.45,4189372,227.2,229.64,225.17,0%
AAPL,9/7/2019,213.26,19362290,214.05,214.42,212.51,0%
AMZN,9/7/2019,1833.51,2496933,1838.22,1840.65,1826.4,0%
GOOGL,9/7/2019,1206.32,948580,1209.14,1212.945,1203.26,0%
GOOG,9/7/2019,1204.93,1072143,1208.13,1212.015,1202.5222,0%
MSFT,9/7/2019,139.1,20824500,140.03,140.18,138.2,-1%
TSLA,9/7/2019,227.45,4189372,227.2,229.64,225.17,0%
AAPL,9/8/2019,213.26,19362290,214.05,214.42,212.51,0%
AMZN,9/8/2019,1833.51,2496933,1838.22,1840.65,1826.4,0%
GOOGL,9/8/2019,1206.32,948580,1209.14,1212.945,1203.26,0%
GOOG,9/8/2019,1204.93,1072143,1208.13,1212.015,1202.5222,0%
MSFT,9/8/2019,139.1,20824500,140.03,140.18,138.2,-1%
TSLA,9/8/2019,227.45,4189372,227.2,229.64,225.17,0%
AAPL,9/9/2019,214.17,27309400,214.84,216.44,211.07,0%
AMZN,9/9/2019,1831.35,2999515,1841,1850,1824.61,-1%
GOOGL,9/9/2019,1205.27,1592958,1207.08,1220.55,1193.17,0%
